FID,Id,Distance,TransectID,FRBWidth,Cover,Height,LU
67,8,80,-2,200.000000000000000,1.000000000000000,15.884435068300000,40
68,9,90,-2,200.000000000000000,1.000000000000000,20.208724823000001,40
69,10,100,-2,200.000000000000000,1.000000000000000,21.631649659400001,40
70,11,110,-2,200.000000000000000,1.000000000000000,18.830174713100000,40
71,12,120,-2,200.000000000000000,1.000000000000000,22.271131286599999,40
72,13,130,-2,200.000000000000000,1.000000000000000,23.570280456500001,40
73,14,140,-2,200.000000000000000,1.000000000000000,11.351363830600000,40
74,15,150,-2,200.000000000000000,1.000000000000000,17.033255767800000,40
75,16,160,-2,200.000000000000000,1.000000000000000,24.306508281399999,40
76,17,170,-2,200.000000000000000,1.000000000000000,21.557373809800001,40
77,18,180,-2,200.000000000000000,1.000000000000000,24.491023864700001,40
78,19,190,-2,200.000000000000000,1.000000000000000,18.818371242900000,40
79,20,200,-2,200.000000000000000,1.000000000000000,14.999048489200000,40
80,1,10,3,50.000000000000000,0.560000000000000,12.056062970799999,40
81,2,20,3,50.000000000000000,1.000000000000000,23.566570924099999,10
82,3,30,3,50.000000000000000,1.000000000000000,22.397558898900002,10
83,4,40,3,50.000000000000000,0.950495049505000,16.025548616999998,10
84,5,50,3,50.000000000000000,0.460000000000000,8.876411437990001,10
85,6,60,3,50.000000000000000,0.009900990099010,0.219223022461000,10
86,7,70,3,50.000000000000000,0.360000000000000,7.624248504640000,10
87,8,80,3,50.000000000000000,0.732673267327000,4.019550838990000,10
88,9,90,3,50.000000000000000,0.806122448980000,7.516528358940000,10
89,10,100,3,50.000000000000000,0.410000000000000,5.698926600010000,10
90,11,110,3,50.000000000000000,0.460000000000000,9.042801566750001,10
91,12,120,3,50.000000000000000,0.181818181818000,2.961548699270000,10
92,13,130,3,50.000000000000000,0.000000000000000,0.000000000000000,10
93,14,140,3,50.000000000000000,0.000000000000000,0.000000000000000,10
94,15,150,3,50.000000000000000,0.110000000000000,1.078206842600000,10
95,16,160,3,50.000000000000000,0.755102040816000,11.747037732900001,10
96,17,170,3,50.000000000000000,1.000000000000000,12.158350219700001,10
97,18,180,3,50.000000000000000,1.000000000000000,9.730982616690000,10
98,19,190,3,50.000000000000000,0.979797979798000,6.103447668330000,10
99,20,200,3,50.000000000000000,1.000000000000000,13.256985931399999,20
100,21,210,3,50.000000000000000,1.000000000000000,17.067896525100000,20
101,1,10,-3,200.000000000000000,0.970297029703000,11.089376955600001,40
102,2,20,-3,200.000000000000000,1.000000000000000,13.242816619899999,40
103,3,30,-3,200.000000000000000,1.000000000000000,9.143826141360000,40
104,4,40,-3,200.000000000000000,1.000000000000000,16.384566203199999,40
105,5,50,-3,200.000000000000000,1.000000000000000,15.852338867200000,40
106,6,60,-3,200.000000000000000,1.000000000000000,13.557198703899999,40
107,7,70,-3,200.000000000000000,1.000000000000000,16.237802581800000,40
108,8,80,-3,200.000000000000000,1.000000000000000,17.725410461399999,40
109,9,90,-3,200.000000000000000,1.000000000000000,15.131431897500001,40
110,10,100,-3,200.000000000000000,1.000000000000000,11.014634236299999,40
111,11,110,-3,200.000000000000000,1.000000000000000,13.306405095800001,40
112,12,120,-3,200.000000000000000,1.000000000000000,12.678534994300000,40
113,13,130,-3,200.000000000000000,1.000000000000000,13.348364105200000,40
114,14,140,-3,200.000000000000000,1.000000000000000,16.035870330500000,40
115,15,150,-3,200.000000000000000,1.000000000000000,15.488407603500001,40
116,16,160,-3,200.000000000000000,1.000000000000000,9.756044436720000,40
117,17,170,-3,200.000000000000000,1.000000000000000,14.285761718800000,40
118,18,180,-3,200.000000000000000,1.000000000000000,15.891507985600001,40
119,19,190,-3,200.000000000000000,1.000000000000000,16.536406097400000,40
120,20,200,-3,200.000000000000000,1.000000000000000,17.741128692600000,40
121,21,210,-3,200.000000000000000,1.000000000000000,22.351996527800001,40
122,1,10,4,200.000000000000000,1.000000000000000,14.423754119900000,40
123,2,20,4,200.000000000000000,1.000000000000000,23.565685424800002,40
124,3,30,4,200.000000000000000,1.000000000000000,24.948413696300001,40
125,4,40,4,200.000000000000000,1.000000000000000,15.403722839400000,40
126,5,50,4,200.000000000000000,1.000000000000000,14.402378997800000,40
127,6,60,4,200.000000000000000,1.000000000000000,9.898031044010001,40
128,7,70,4,200.000000000000000,1.000000000000000,23.212778472899998,40
129,8,80,4,200.000000000000000,1.000000000000000,23.422376556400000,40
130,9,90,4,200.000000000000000,1.000000000000000,18.483202097400000,40
131,10,100,4,200.000000000000000,1.000000000000000,22.240641784699999,40
132,11,110,4,200.000000000000000,1.000000000000000,14.412166917200000,40
133,12,120,4,200.000000000000000,1.000000000000000,15.111084137000001,40
134,13,130,4,200.000000000000000,1.000000000000000,19.164692840600001,40
135,14,140,4,200.000000000000000,1.000000000000000,14.476080627400000,40
136,15,150,4,200.000000000000000,1.000000000000000,14.715645599400000,40
137,16,160,4,200.000000000000000,1.000000000000000,15.008314056400000,40
138,17,170,4,200.000000000000000,0.880000000000000,11.585483377599999,40
139,18,180,4,200.000000000000000,1.000000000000000,12.798572997999999,40
140,19,190,4,200.000000000000000,1.000000000000000,14.464407501200000,40
141,20,200,4,200.000000000000000,1.000000000000000,18.770090942400000,40
142,21,210,4,200.000000000000000,1.000000000000000,13.153855344100000,40
143,1,10,-4,80.000000000000000,1.000000000000000,12.268473815900000,40
144,2,20,-4,80.000000000000000,1.000000000000000,18.468108978299998,40
145,3,30,-4,80.000000000000000,1.000000000000000,20.629045410200000,40
146,4,40,-4,80.000000000000000,1.000000000000000,15.281187896700001,40
147,5,50,-4,80.000000000000000,1.000000000000000,12.519367675800000,40
148,6,60,-4,80.000000000000000,1.000000000000000,15.235800628700000,40
149,7,70,-4,80.000000000000000,1.000000000000000,17.192726593000000,40
150,8,80,-4,80.000000000000000,0.900000000000000,12.595788235100001,40
151,9,90,-4,80.000000000000000,0.060000000000000,0.024246215820300,40
152,10,100,-4,80.000000000000000,0.030000000000000,0.282923380534000,40
153,11,110,-4,80.000000000000000,0.080000000000000,3.115728378300000,40
154,12,120,-4,80.000000000000000,0.000000000000000,0.000000000000000,40
155,13,130,-4,80.000000000000000,0.000000000000000,0.000000000000000,40
156,14,140,-4,80.000000000000000,0.830000000000000,10.786178772700000,40
157,15,150,-4,80.000000000000000,0.580000000000000,7.222099041120000,40
158,16,160,-4,80.000000000000000,0.990000000000000,6.571660976220000,40
159,17,170,-4,80.000000000000000,1.000000000000000,11.523825073199999,40
160,18,180,-4,80.000000000000000,1.000000000000000,5.691879882810000,40
161,19,190,-4,80.000000000000000,1.000000000000000,14.527516326900001,40
162,20,200,-4,80.000000000000000,0.170000000000000,10.295571719900000,40
163,21,210,-4,80.000000000000000,0.020000000000000,0.000000000000000,40
164,1,10,5,70.000000000000000,1.000000000000000,12.537221221899999,40
165,2,20,5,70.000000000000000,1.000000000000000,10.807793731700000,40
166,3,30,5,70.000000000000000,1.000000000000000,11.549485023600001,40
167,4,40,5,70.000000000000000,1.000000000000000,17.222880706800002,40
168,5,50,5,70.000000000000000,1.000000000000000,11.074098358200001,40
169,6,60,5,70.000000000000000,1.000000000000000,13.207536010700000,40
170,7,70,5,70.000000000000000,1.000000000000000,13.882268552399999,40
171,8,80,5,70.000000000000000,0.078947368421100,0.069834391276000,40
172,9,90,5,70.000000000000000,0.370000000000000,3.917504800330000,40
173,10,100,5,70.000000000000000,0.762376237624000,10.544343428199999,40
174,11,110,5,70.000000000000000,0.891089108911000,8.275169881180000,40
175,12,120,5,70.000000000000000,1.000000000000000,12.803565511900000,40
176,13,130,5,70.000000000000000,1.000000000000000,14.084343423600000,40
177,14,140,5,70.000000000000000,1.000000000000000,14.605810852099999,40
178,15,150,5,70.000000000000000,1.000000000000000,15.104794643900000,40
179,16,160,5,70.000000000000000,1.000000000000000,8.986623687740000,40
180,17,170,5,70.000000000000000,1.000000000000000,12.059907379200000,10
181,18,180,5,70.000000000000000,1.000000000000000,14.267918803900001,10
182,19,190,5,70.000000000000000,0.744186046512000,8.909789562229999,10
183,20,200,5,70.000000000000000,0.000000000000000,0.000000000000000,10
184,21,210,5,70.000000000000000,0.000000000000000,0.000000000000000,10
185,1,10,-5,140.000000000000000,0.909090909091000,11.110833909800000,40
186,2,20,-5,140.000000000000000,1.000000000000000,12.337160167100000,40
187,3,30,-5,140.000000000000000,1.000000000000000,14.859317016600000,40
188,4,40,-5,140.000000000000000,1.000000000000000,17.564556763900001,40
189,5,50,-5,140.000000000000000,1.000000000000000,25.522474685500001,40
190,6,60,-5,140.000000000000000,1.000000000000000,22.320157928499999,40
191,7,70,-5,140.000000000000000,1.000000000000000,23.245670122000000,40
192,8,80,-5,140.000000000000000,1.000000000000000,23.787606904000000,40
193,9,90,-5,140.000000000000000,1.000000000000000,18.085427161500000,40
194,10,100,-5,140.000000000000000,0.760000000000000,10.873475526500000,40
195,11,110,-5,140.000000000000000,0.580000000000000,3.204747956370000,40
196,12,120,-5,140.000000000000000,0.990099009901000,14.654392547600001,40
197,13,130,-5,140.000000000000000,0.910891089109000,9.830302528710000,40
198,14,140,-5,140.000000000000000,0.846938775510000,5.668918655580000,40
199,15,150,-5,140.000000000000000,0.247524752475000,2.626586914060000,40
200,16,160,-5,140.000000000000000,0.330000000000000,3.687887943150000,40
201,17,170,-5,140.000000000000000,1.000000000000000,4.983077232280000,40
202,18,180,-5,140.000000000000000,1.000000000000000,13.238285064699999,40
203,19,190,-5,140.000000000000000,1.000000000000000,14.567962042200000,40
204,20,200,-5,140.000000000000000,1.000000000000000,13.801890458200001,40
205,21,210,-5,140.000000000000000,0.857142857143000,10.820718129499999,40
206,1,10,6,70.000000000000000,1.000000000000000,21.518796844499999,40
207,2,20,6,70.000000000000000,1.000000000000000,22.307928747100000,40
208,3,30,6,70.000000000000000,1.000000000000000,23.676008502300000,40
209,4,40,6,70.000000000000000,0.979797979798000,21.274612426800001,40
210,5,50,6,70.000000000000000,0.890000000000000,9.488772274400001,40
211,6,60,6,70.000000000000000,1.000000000000000,12.341047210699999,40
212,7,70,6,70.000000000000000,0.990000000000000,11.138312908100000,40
213,8,80,6,70.000000000000000,0.176470588235000,7.203297932940000,40
214,9,90,6,70.000000000000000,0.000000000000000,0.000000000000000,40
215,10,100,6,70.000000000000000,0.680412371134000,5.327911145760000,40
216,11,110,6,70.000000000000000,0.526881720430000,2.953085451710000,40
217,12,120,6,70.000000000000000,0.764705882353000,4.898958646330000,40
218,13,130,6,70.000000000000000,1.000000000000000,9.843504049010001,40
219,14,140,6,70.000000000000000,1.000000000000000,7.565884580710000,40
220,15,150,6,70.000000000000000,1.000000000000000,11.170258789100000,40
221,16,160,6,70.000000000000000,1.000000000000000,11.619620971700000,40
222,17,170,6,70.000000000000000,1.000000000000000,11.099703521700000,40
223,18,180,6,70.000000000000000,1.000000000000000,12.902530894600000,40
224,19,190,6,70.000000000000000,1.000000000000000,8.602905116130000,10
225,20,200,6,70.000000000000000,1.000000000000000,16.614633660599999,10
226,21,210,6,70.000000000000000,0.258064516129000,3.868762969970000,10
227,1,10,-6,190.000000000000000,1.000000000000000,17.520974338599999,40
228,2,20,-6,190.000000000000000,1.000000000000000,23.925796664500002,40
229,3,30,-6,190.000000000000000,1.000000000000000,23.573216262399999,40
230,4,40,-6,190.000000000000000,1.000000000000000,23.431895708799999,40
231,5,50,-6,190.000000000000000,1.000000000000000,11.379741973900000,40
232,6,60,-6,190.000000000000000,1.000000000000000,16.097969512900001,40
233,7,70,-6,190.000000000000000,1.000000000000000,16.913082613800000,40
234,8,80,-6,190.000000000000000,0.887755102041000,12.799861513300000,40
235,9,90,-6,190.000000000000000,0.941747572816000,7.092584354360000,40
236,10,100,-6,190.000000000000000,0.989690721649000,6.890971501670000,40
237,11,110,-6,190.000000000000000,0.830000000000000,6.458737660600000,40
238,12,120,-6,190.000000000000000,1.000000000000000,7.576751409790000,40
239,13,130,-6,190.000000000000000,1.000000000000000,11.070837994000000,40
240,14,140,-6,190.000000000000000,1.000000000000000,9.971368166480000,40
241,15,150,-6,190.000000000000000,1.000000000000000,5.358392181400000,40
242,16,160,-6,190.000000000000000,1.000000000000000,12.464814758299999,40
243,17,170,-6,190.000000000000000,0.630000000000000,5.231610494950000,40
244,18,180,-6,190.000000000000000,0.941176470588000,7.747876008350000,40
245,19,190,-6,190.000000000000000,0.577319587629000,6.675077710830000,40
246,20,200,-6,190.000000000000000,0.000000000000000,0.000000000000000,40
247,21,210,-6,190.000000000000000,0.000000000000000,0.000000000000000,40
248,1,10,7,0.000000000000000,0.000000000000000,0.000000000000000,40
249,2,20,7,0.000000000000000,0.646464646465000,6.176162481310000,40
250,3,30,7,0.000000000000000,0.480000000000000,5.093659400940000,40
251,4,40,7,0.000000000000000,0.180000000000000,5.106691996260000,40
252,5,50,7,0.000000000000000,0.070707070707100,3.012956891740000,40
253,6,60,7,0.000000000000000,0.603960396040000,8.689188722700001,40
254,7,70,7,0.000000000000000,1.000000000000000,13.378372497599999,40
255,8,80,7,0.000000000000000,1.000000000000000,12.350509643600001,40
256,9,90,7,0.000000000000000,1.000000000000000,11.357102508500001,40
257,10,100,7,0.000000000000000,1.000000000000000,12.964115952000000,10
258,11,110,7,0.000000000000000,0.960000000000000,14.119855403900001,10
259,12,120,7,0.000000000000000,0.170000000000000,3.578069350300000,10
260,13,130,7,0.000000000000000,0.000000000000000,0.000000000000000,10
261,14,140,7,0.000000000000000,0.000000000000000,0.000000000000000,10
262,15,150,7,0.000000000000000,0.000000000000000,0.000000000000000,10
263,16,160,7,0.000000000000000,0.000000000000000,0.000000000000000,10
264,17,170,7,0.000000000000000,0.168316831683000,1.394162346340000,10
265,18,180,7,0.000000000000000,0.020000000000000,0.975151062012000,10
266,19,190,7,0.000000000000000,0.000000000000000,0.000000000000000,10
267,20,200,7,0.000000000000000,0.000000000000000,0.000000000000000,10
268,1,10,-7,200.000000000000000,0.580000000000000,9.594777600520001,40
269,2,20,-7,200.000000000000000,1.000000000000000,19.712549133300001,40
270,3,30,-7,200.000000000000000,0.722772277228000,14.150747220800000,40
271,4,40,-7,200.000000000000000,0.584158415842000,8.388326871189999,40
272,5,50,-7,200.000000000000000,1.000000000000000,13.803666687000000,40
273,6,60,-7,200.000000000000000,0.960000000000000,7.771995544430000,40
274,7,70,-7,200.000000000000000,0.606060606061000,10.408174641900001,40
275,8,80,-7,200.000000000000000,1.000000000000000,11.816976013200000,40
276,9,90,-7,200.000000000000000,1.000000000000000,17.576883697500001,40
277,10,100,-7,200.000000000000000,1.000000000000000,20.916764538700001,40
278,11,110,-7,200.000000000000000,1.000000000000000,20.453670196499999,40
279,12,120,-7,200.000000000000000,1.000000000000000,20.395297241200002,40
280,13,130,-7,200.000000000000000,1.000000000000000,19.063192386400001,40
281,14,140,-7,200.000000000000000,1.000000000000000,12.720752410899999,40
282,15,150,-7,200.000000000000000,0.808080808081000,10.348866653400000,40
283,16,160,-7,200.000000000000000,0.570000000000000,8.554896036780001,40
284,17,170,-7,200.000000000000000,1.000000000000000,19.597716827399999,40
285,18,180,-7,200.000000000000000,1.000000000000000,27.032912750200001,40
286,19,190,-7,200.000000000000000,1.000000000000000,21.114164733900001,40
287,20,200,-7,200.000000000000000,1.000000000000000,13.959594268800000,40
288,1,10,8,30.000000000000000,1.000000000000000,21.736326463200001,40
289,2,20,8,30.000000000000000,1.000000000000000,20.010470176199998,40
290,3,30,8,30.000000000000000,0.902912621359000,12.735964211100001,40
291,4,40,8,30.000000000000000,0.010309278350500,0.049850463867200,20
292,5,50,8,30.000000000000000,0.000000000000000,0.000000000000000,20
293,6,60,8,30.000000000000000,0.000000000000000,0.000000000000000,20
294,7,70,8,30.000000000000000,0.070000000000000,1.507790701730000,20
295,8,80,8,30.000000000000000,0.234693877551000,7.275549847150000,20
296,9,90,8,30.000000000000000,0.320388349515000,3.553853352860000,20
297,10,100,8,30.000000000000000,0.020618556701000,1.137634277340000,20
298,11,110,8,30.000000000000000,0.539215686275000,5.190795621000000,20
299,12,120,8,30.000000000000000,0.181818181818000,4.510752360030000,20
300,13,130,8,30.000000000000000,0.740000000000000,9.739675573400000,20
301,14,140,8,30.000000000000000,0.386138613861000,4.859855847480000,20
302,15,150,8,30.000000000000000,0.029702970297000,0.650385538737000,20
303,16,160,8,30.000000000000000,0.000000000000000,0.000000000000000,20
304,17,170,8,30.000000000000000,0.000000000000000,0.000000000000000,20
305,18,180,8,30.000000000000000,0.000000000000000,0.000000000000000,20
306,19,190,8,30.000000000000000,0.000000000000000,0.000000000000000,20
307,20,200,8,30.000000000000000,0.000000000000000,0.000000000000000,20
308,21,210,8,30.000000000000000,0.000000000000000,0.000000000000000,20
309,1,10,-8,200.000000000000000,1.000000000000000,18.915991058300001,40
310,2,20,-8,200.000000000000000,1.000000000000000,14.938086242700001,40
311,3,30,-8,200.000000000000000,1.000000000000000,10.028539946600000,40
312,4,40,-8,200.000000000000000,0.666666666667000,11.541052201199999,40
313,5,50,-8,200.000000000000000,1.000000000000000,15.033644214100001,40
314,6,60,-8,200.000000000000000,1.000000000000000,21.817281236800000,40
315,7,70,-8,200.000000000000000,1.000000000000000,17.387843276500000,40
316,8,80,-8,200.000000000000000,1.000000000000000,20.955851287800002,40
317,9,90,-8,200.000000000000000,1.000000000000000,22.065654296900000,40
318,10,100,-8,200.000000000000000,1.000000000000000,19.458362761000000,40
319,11,110,-8,200.000000000000000,1.000000000000000,12.784364318800000,40
320,12,120,-8,200.000000000000000,1.000000000000000,12.182546468900000,40
321,13,130,-8,200.000000000000000,1.000000000000000,19.215912494499999,40
322,14,140,-8,200.000000000000000,0.910000000000000,7.125581175420000,40
323,15,150,-8,200.000000000000000,0.960396039604000,5.628602018060000,40
324,16,160,-8,200.000000000000000,1.000000000000000,11.617356271500000,40
325,17,170,-8,200.000000000000000,1.000000000000000,12.939000701900000,40
326,18,180,-8,200.000000000000000,0.663366336634000,8.482998520580001,40
327,19,190,-8,200.000000000000000,0.540816326531000,8.176182584939999,40
328,20,200,-8,200.000000000000000,0.784313725490000,8.253503799440001,40
329,21,210,-8,200.000000000000000,0.980000000000000,11.037430121000000,40
330,1,10,9,140.000000000000000,1.000000000000000,19.401268768300000,40
331,2,20,9,140.000000000000000,1.000000000000000,22.448095855700000,40
332,3,30,9,140.000000000000000,1.000000000000000,22.803623657199999,40
333,4,40,9,140.000000000000000,1.000000000000000,20.387218322799999,40
334,5,50,9,140.000000000000000,1.000000000000000,23.185391821000000,40
335,6,60,9,140.000000000000000,1.000000000000000,21.165036621100001,40
336,7,70,9,140.000000000000000,1.000000000000000,23.721473693800000,40
337,8,80,9,140.000000000000000,1.000000000000000,19.673135066400000,40
338,9,90,9,140.000000000000000,1.000000000000000,8.355843039120000,40
339,10,100,9,140.000000000000000,1.000000000000000,16.831876720099999,40
340,11,110,9,140.000000000000000,1.000000000000000,17.548569496199999,40
341,12,120,9,140.000000000000000,1.000000000000000,21.658522955300000,40
342,13,130,9,140.000000000000000,0.970000000000000,12.334633581400000,40
343,14,140,9,140.000000000000000,0.949494949495000,8.760535219880000,40
344,15,150,9,140.000000000000000,0.287128712871000,4.467804481240000,40
345,16,160,9,140.000000000000000,1.000000000000000,10.766918487500000,40
346,17,170,9,140.000000000000000,1.000000000000000,18.619847307299999,40
347,18,180,9,140.000000000000000,1.000000000000000,16.295975964499998,40
348,19,190,9,140.000000000000000,1.000000000000000,14.041437225299999,40
349,20,200,9,140.000000000000000,1.000000000000000,16.690876922600001,40
350,1,10,-9,70.000000000000000,1.000000000000000,23.550957336400000,40
351,2,20,-9,70.000000000000000,1.000000000000000,21.716734619099999,40
352,3,30,-9,70.000000000000000,1.000000000000000,12.339735412600000,40
353,4,40,-9,70.000000000000000,1.000000000000000,9.226698150630000,20
354,5,50,-9,70.000000000000000,1.000000000000000,5.754358252700000,20
355,6,60,-9,70.000000000000000,0.990000000000000,11.838521167500000,20
356,7,70,-9,70.000000000000000,0.980000000000000,9.124398367750001,20
357,8,80,-9,70.000000000000000,0.202020202020000,2.304050445560000,20
358,9,90,-9,70.000000000000000,0.090000000000000,0.849685668945000,20
359,10,100,-9,70.000000000000000,0.970297029703000,16.009599958100001,20
360,11,110,-9,70.000000000000000,1.000000000000000,14.676007357500000,20
361,12,120,-9,70.000000000000000,1.000000000000000,14.077660675000001,20
362,13,130,-9,70.000000000000000,0.326732673267000,6.946197972150000,20
363,14,140,-9,70.000000000000000,0.212121212121000,5.156733194990000,20
364,15,150,-9,70.000000000000000,0.898989898990000,10.720684608699999,20
365,16,160,-9,70.000000000000000,0.732673267327000,12.103735434000001,20
366,17,170,-9,70.000000000000000,0.252525252525000,3.527746582030000,20
367,18,180,-9,70.000000000000000,1.000000000000000,10.888130343700000,20
368,19,190,-9,70.000000000000000,0.851485148515000,8.839589495989999,20
369,20,200,-9,70.000000000000000,0.120000000000000,3.707571665450000,20
370,1,10,10,70.000000000000000,1.000000000000000,10.447600179600000,40
371,2,20,10,70.000000000000000,1.000000000000000,19.143291015599999,40
372,3,30,10,70.000000000000000,1.000000000000000,16.774587707500000,40
373,4,40,10,70.000000000000000,0.790000000000000,6.680861267860000,40
374,5,50,10,70.000000000000000,1.000000000000000,15.037414550799999,40
375,6,60,10,70.000000000000000,1.000000000000000,12.795790710400000,40
376,7,70,10,70.000000000000000,0.940000000000000,8.530859439930000,40
377,8,80,10,70.000000000000000,0.170000000000000,5.989803538600000,40
378,9,90,10,70.000000000000000,0.000000000000000,0.000000000000000,40
379,10,100,10,70.000000000000000,0.280898876404000,2.020590820310000,40
380,11,110,10,70.000000000000000,1.000000000000000,8.832789103190001,40
381,12,120,10,70.000000000000000,1.000000000000000,14.297335036300000,40
382,13,130,10,70.000000000000000,1.000000000000000,14.370725932899999,40
383,14,140,10,70.000000000000000,0.566666666667000,1.099435245290000,40
384,15,150,10,70.000000000000000,0.730000000000000,9.579563715690000,40
385,16,160,10,70.000000000000000,1.000000000000000,10.733763427700000,40
386,17,170,10,70.000000000000000,1.000000000000000,9.448844909669999,40
387,18,180,10,70.000000000000000,1.000000000000000,14.759961090099999,40
388,19,190,10,70.000000000000000,1.000000000000000,15.627782287600001,40
389,20,200,10,70.000000000000000,1.000000000000000,12.353055572500001,40
390,21,210,10,70.000000000000000,0.400000000000000,4.132028961180000,40
391,1,10,-10,40.000000000000000,1.000000000000000,13.387050749100000,40
392,2,20,-10,40.000000000000000,1.000000000000000,25.398520507800001,40
393,3,30,-10,40.000000000000000,1.000000000000000,17.740505065899999,40
394,4,40,-10,40.000000000000000,1.000000000000000,6.305880737300000,40
395,5,50,-10,40.000000000000000,0.260000000000000,4.235138526330000,20
396,6,60,-10,40.000000000000000,0.000000000000000,0.000000000000000,20
397,7,70,-10,40.000000000000000,0.000000000000000,0.000000000000000,20
398,8,80,-10,40.000000000000000,0.070000000000000,4.552897862030000,20
399,9,90,-10,40.000000000000000,0.520000000000000,7.003622201770000,20
400,10,100,-10,40.000000000000000,1.000000000000000,12.745414733900001,20
401,11,110,-10,40.000000000000000,0.530000000000000,4.725181435640000,20
402,12,120,-10,40.000000000000000,0.040000000000000,1.790161132810000,20
403,13,130,-10,40.000000000000000,0.470000000000000,3.165653634580000,20
