"","Id","Distance","TransectID","FRBWidth.Lidar","Cover","Height","LU","FRBWidth.State"
"1",1,10,1,40,0.79,5.23101729381,40,50
"2",2,20,1,40,1,11.9226923471,40,50
"3",3,30,1,40,1,13.2096842957,40,50
"4",4,40,1,40,0.39,5.87901501778,40,50
"5",5,50,1,40,0,0,40,50
"6",6,60,1,40,0.040404040404,2.33080673218,20,50
"7",7,70,1,40,0,0,20,50
"8",8,80,1,40,0.0891089108911,2.11627875434,20,50
"9",9,90,1,40,0.148514851485,2.30644429525,20,50
"10",10,100,1,40,0,0,20,50
"11",11,110,1,40,0,0,20,50
"12",12,120,1,40,0,0,20,50
"13",13,130,1,40,0,0,20,50
"14",14,140,1,40,0,0,20,50
"15",15,150,1,40,0,0,20,50
"16",16,160,1,40,0,0,20,50
"17",17,170,1,40,0,0,20,50
"18",18,180,1,40,0,0,20,50
"19",19,190,1,40,0,0,20,50
"20",20,200,1,40,0,0,20,50
"21",1,10,-1,200,1,13.0745115662,40,200
"22",2,20,-1,200,1,25.1072594671,40,200
"23",3,30,-1,200,1,20.4426663208,40,200
"24",4,40,-1,200,1,16.2429623413,40,200
"25",5,50,-1,200,1,10.9883022116,40,200
"26",6,60,-1,200,1,11.2073698425,40,200
"27",7,70,-1,200,1,15.2214123535,40,200
"28",8,80,-1,200,1,18.6801567455,40,200
"29",9,90,-1,200,1,22.7598155629,40,200
"30",10,100,-1,200,1,14.1129057312,40,200
"31",11,110,-1,200,1,21.9806838838,40,200
"32",12,120,-1,200,1,24.044412594,40,200
"33",13,130,-1,200,1,21.2466838074,40,200
"34",14,140,-1,200,1,26.5990258789,40,200
"35",15,150,-1,200,1,20.4716209643,40,200
"36",16,160,-1,200,1,24.4085516357,40,200
"37",17,170,-1,200,1,22.747749176,40,200
"38",18,180,-1,200,1,20.6742567308,40,200
"39",19,190,-1,200,1,18.7663264419,40,200
"40",20,200,-1,200,1,19.5347232056,40,200
"41",1,10,2,20,1,10.0914297485,40,30
"42",2,20,2,20,0.575757575758,4.57539474755,40,30
"43",3,30,2,20,0,0,40,30
"44",4,40,2,20,0,0,20,30
"45",5,50,2,20,0,0,20,30
"46",6,60,2,20,0.14,2.09423174177,20,30
"47",7,70,2,20,0.39603960396,4.05996322632,20,30
"48",8,80,2,20,0,0,20,30
"49",9,90,2,20,0,0,20,30
"50",10,100,2,20,0,0,20,30
"51",11,110,2,20,0,0,20,30
"52",12,120,2,20,0,0,20,30
"53",13,130,2,20,0,0,20,30
"54",14,140,2,20,0,0,20,30
"55",15,150,2,20,0,0,20,30
"56",16,160,2,20,0,0,20,30
"57",17,170,2,20,0,0,20,30
"58",18,180,2,20,0,0,20,30
"59",19,190,2,20,0,0,20,30
"60",20,200,2,20,0,0,20,30
"61",1,10,-2,200,1,16.4844537354,40,200
"62",2,20,-2,200,1,18.5519520569,40,200
"63",3,30,-2,200,1,14.9906951602,40,200
"64",4,40,-2,200,1,14.3579371289,40,200
"65",5,50,-2,200,1,12.5971966553,40,200
"66",6,60,-2,200,1,15.9430862427,40,200
"67",7,70,-2,200,1,16.4109344482,40,200
"68",8,80,-2,200,1,15.8844350683,40,200
"69",9,90,-2,200,1,20.208724823,40,200
"70",10,100,-2,200,1,21.6316496594,40,200
"71",11,110,-2,200,1,18.8301747131,40,200
"72",12,120,-2,200,1,22.2711312866,40,200
"73",13,130,-2,200,1,23.5702804565,40,200
"74",14,140,-2,200,1,11.3513638306,40,200
"75",15,150,-2,200,1,17.0332557678,40,200
"76",16,160,-2,200,1,24.3065082814,40,200
"77",17,170,-2,200,1,21.5573738098,40,200
"78",18,180,-2,200,1,24.4910238647,40,200
"79",19,190,-2,200,1,18.8183712429,40,200
"80",20,200,-2,200,1,14.9990484892,40,200
"81",1,10,3,110,0.56,12.0560629708,40,10
"82",2,20,3,110,1,23.5665709241,10,10
"83",3,30,3,110,1,22.3975588989,10,10
"84",4,40,3,110,0.950495049505,16.025548617,10,10
"85",5,50,3,110,0.46,8.87641143799,10,10
"86",6,60,3,110,0.00990099009901,0.219223022461,10,10
"87",7,70,3,110,0.36,7.62424850464,10,10
"88",8,80,3,110,0.732673267327,4.01955083899,10,10
"89",9,90,3,110,0.80612244898,7.51652835894,10,10
"90",10,100,3,110,0.41,5.69892660001,10,10
"91",11,110,3,110,0.46,9.04280156675,10,10
"92",12,120,3,110,0.181818181818,2.96154869927,10,10
"93",13,130,3,110,0,0,10,10
"94",14,140,3,110,0,0,10,10
"95",15,150,3,110,0.11,1.0782068426,10,10
"96",16,160,3,110,0.755102040816,11.7470377329,10,10
"97",17,170,3,110,1,12.1583502197,10,10
"98",18,180,3,110,1,9.73098261669,10,10
"99",19,190,3,110,0.979797979798,6.10344766833,10,10
"100",20,200,3,110,1,13.2569859314,20,10
"101",1,10,-3,200,0.970297029703,11.0893769556,40,200
"102",2,20,-3,200,1,13.2428166199,40,200
"103",3,30,-3,200,1,9.14382614136,40,200
"104",4,40,-3,200,1,16.3845662032,40,200
"105",5,50,-3,200,1,15.8523388672,40,200
"106",6,60,-3,200,1,13.5571987039,40,200
"107",7,70,-3,200,1,16.2378025818,40,200
"108",8,80,-3,200,1,17.7254104614,40,200
"109",9,90,-3,200,1,15.1314318975,40,200
"110",10,100,-3,200,1,11.0146342363,40,200
"111",11,110,-3,200,1,13.3064050958,40,200
"112",12,120,-3,200,1,12.6785349943,40,200
"113",13,130,-3,200,1,13.3483641052,40,200
"114",14,140,-3,200,1,16.0358703305,40,200
"115",15,150,-3,200,1,15.4884076035,40,200
"116",16,160,-3,200,1,9.75604443672,40,200
"117",17,170,-3,200,1,14.2857617188,40,200
"118",18,180,-3,200,1,15.8915079856,40,200
"119",19,190,-3,200,1,16.5364060974,40,200
"120",20,200,-3,200,1,17.7411286926,40,200
"121",1,10,4,200,1,14.4237541199,40,200
"122",2,20,4,200,1,23.5656854248,40,200
"123",3,30,4,200,1,24.9484136963,40,200
"124",4,40,4,200,1,15.4037228394,40,200
"125",5,50,4,200,1,14.4023789978,40,200
"126",6,60,4,200,1,9.89803104401,40,200
"127",7,70,4,200,1,23.2127784729,40,200
"128",8,80,4,200,1,23.4223765564,40,200
"129",9,90,4,200,1,18.4832020974,40,200
"130",10,100,4,200,1,22.2406417847,40,200
"131",11,110,4,200,1,14.4121669172,40,200
"132",12,120,4,200,1,15.111084137,40,200
"133",13,130,4,200,1,19.1646928406,40,200
"134",14,140,4,200,1,14.4760806274,40,200
"135",15,150,4,200,1,14.7156455994,40,200
"136",16,160,4,200,1,15.0083140564,40,200
"137",17,170,4,200,0.88,11.5854833776,40,200
"138",18,180,4,200,1,12.798572998,40,200
"139",19,190,4,200,1,14.4644075012,40,200
"140",20,200,4,200,1,18.7700909424,40,200
"141",1,10,-4,80,1,12.2684738159,40,200
"142",2,20,-4,80,1,18.4681089783,40,200
"143",3,30,-4,80,1,20.6290454102,40,200
"144",4,40,-4,80,1,15.2811878967,40,200
"145",5,50,-4,80,1,12.5193676758,40,200
"146",6,60,-4,80,1,15.2358006287,40,200
"147",7,70,-4,80,1,17.192726593,40,200
"148",8,80,-4,80,0.9,12.5957882351,40,200
"149",9,90,-4,80,0.06,0.0242462158203,40,200
"150",10,100,-4,80,0.03,0.282923380534,40,200
"151",11,110,-4,80,0.08,3.1157283783,40,200
"152",12,120,-4,80,0,0,40,200
"153",13,130,-4,80,0,0,40,200
"154",14,140,-4,80,0.83,10.7861787727,40,200
"155",15,150,-4,80,0.58,7.22209904112,40,200
"156",16,160,-4,80,0.99,6.57166097622,40,200
"157",17,170,-4,80,1,11.5238250732,40,200
"158",18,180,-4,80,1,5.69187988281,40,200
"159",19,190,-4,80,1,14.5275163269,40,200
"160",20,200,-4,80,0.17,10.2955717199,40,200
"161",1,10,5,190,1,12.5372212219,40,160
"162",2,20,5,190,1,10.8077937317,40,160
"163",3,30,5,190,1,11.5494850236,40,160
"164",4,40,5,190,1,17.2228807068,40,160
"165",5,50,5,190,1,11.0740983582,40,160
"166",6,60,5,190,1,13.2075360107,40,160
"167",7,70,5,190,1,13.8822685524,40,160
"168",8,80,5,190,0.0789473684211,0.069834391276,40,160
"169",9,90,5,190,0.37,3.91750480033,40,160
"170",10,100,5,190,0.762376237624,10.5443434282,40,160
"171",11,110,5,190,0.891089108911,8.27516988118,40,160
"172",12,120,5,190,1,12.8035655119,40,160
"173",13,130,5,190,1,14.0843434236,40,160
"174",14,140,5,190,1,14.6058108521,40,160
"175",15,150,5,190,1,15.1047946439,40,160
"176",16,160,5,190,1,8.98662368774,40,160
"177",17,170,5,190,1,12.0599073792,10,160
"178",18,180,5,190,1,14.2679188039,10,160
"179",19,190,5,190,0.744186046512,8.90978956223,10,160
"180",20,200,5,190,0,0,10,160
"181",1,10,-5,200,0.909090909091,11.1108339098,40,200
"182",2,20,-5,200,1,12.3371601671,40,200
"183",3,30,-5,200,1,14.8593170166,40,200
"184",4,40,-5,200,1,17.5645567639,40,200
"185",5,50,-5,200,1,25.5224746855,40,200
"186",6,60,-5,200,1,22.3201579285,40,200
"187",7,70,-5,200,1,23.245670122,40,200
"188",8,80,-5,200,1,23.787606904,40,200
"189",9,90,-5,200,1,18.0854271615,40,200
"190",10,100,-5,200,0.76,10.8734755265,40,200
"191",11,110,-5,200,0.58,3.20474795637,40,200
"192",12,120,-5,200,0.990099009901,14.6543925476,40,200
"193",13,130,-5,200,0.910891089109,9.83030252871,40,200
"194",14,140,-5,200,0.84693877551,5.66891865558,40,200
"195",15,150,-5,200,0.247524752475,2.62658691406,40,200
"196",16,160,-5,200,0.33,3.68788794315,40,200
"197",17,170,-5,200,1,4.98307723228,40,200
"198",18,180,-5,200,1,13.2382850647,40,200
"199",19,190,-5,200,1,14.5679620422,40,200
"200",20,200,-5,200,1,13.8018904582,40,200
"201",1,10,6,70,1,21.5187968445,40,180
"202",2,20,6,70,1,22.3079287471,40,180
"203",3,30,6,70,1,23.6760085023,40,180
"204",4,40,6,70,0.979797979798,21.2746124268,40,180
"205",5,50,6,70,0.89,9.4887722744,40,180
"206",6,60,6,70,1,12.3410472107,40,180
"207",7,70,6,70,0.99,11.1383129081,40,180
"208",8,80,6,70,0.176470588235,7.20329793294,40,180
"209",9,90,6,70,0,0,40,180
"210",10,100,6,70,0.680412371134,5.32791114576,40,180
"211",11,110,6,70,0.52688172043,2.95308545171,40,180
"212",12,120,6,70,0.764705882353,4.89895864633,40,180
"213",13,130,6,70,1,9.84350404901,40,180
"214",14,140,6,70,1,7.56588458071,40,180
"215",15,150,6,70,1,11.1702587891,40,180
"216",16,160,6,70,1,11.6196209717,40,180
"217",17,170,6,70,1,11.0997035217,40,180
"218",18,180,6,70,1,12.9025308946,40,180
"219",19,190,6,70,1,8.60290511613,10,180
"220",20,200,6,70,1,16.6146336606,10,180
"221",1,10,-6,190,1,17.5209743386,40,200
"222",2,20,-6,190,1,23.9257966645,40,200
"223",3,30,-6,190,1,23.5732162624,40,200
"224",4,40,-6,190,1,23.4318957088,40,200
"225",5,50,-6,190,1,11.3797419739,40,200
"226",6,60,-6,190,1,16.0979695129,40,200
"227",7,70,-6,190,1,16.9130826138,40,200
"228",8,80,-6,190,0.887755102041,12.7998615133,40,200
"229",9,90,-6,190,0.941747572816,7.09258435436,40,200
"230",10,100,-6,190,0.989690721649,6.89097150167,40,200
"231",11,110,-6,190,0.83,6.4587376606,40,200
"232",12,120,-6,190,1,7.57675140979,40,200
"233",13,130,-6,190,1,11.070837994,40,200
"234",14,140,-6,190,1,9.97136816648,40,200
"235",15,150,-6,190,1,5.3583921814,40,200
"236",16,160,-6,190,1,12.4648147583,40,200
"237",17,170,-6,190,0.63,5.23161049495,40,200
"238",18,180,-6,190,0.941176470588,7.74787600835,40,200
"239",19,190,-6,190,0.577319587629,6.67507771083,40,200
"240",20,200,-6,190,0,0,40,200
"241",1,10,7,20,0,0,40,90
"242",2,20,7,20,0.646464646465,6.17616248131,40,90
"243",3,30,7,20,0.48,5.09365940094,40,90
"244",4,40,7,20,0.18,5.10669199626,40,90
"245",5,50,7,20,0.0707070707071,3.01295689174,40,90
"246",6,60,7,20,0.60396039604,8.6891887227,40,90
"247",7,70,7,20,1,13.3783724976,40,90
"248",8,80,7,20,1,12.3505096436,40,90
"249",9,90,7,20,1,11.3571025085,40,90
"250",10,100,7,20,1,12.964115952,10,90
"251",11,110,7,20,0.96,14.1198554039,10,90
"252",12,120,7,20,0.17,3.5780693503,10,90
"253",13,130,7,20,0,0,10,90
"254",14,140,7,20,0,0,10,90
"255",15,150,7,20,0,0,10,90
"256",16,160,7,20,0,0,10,90
"257",17,170,7,20,0.168316831683,1.39416234634,10,90
"258",18,180,7,20,0.02,0.975151062012,10,90
"259",19,190,7,20,0,0,10,90
"260",20,200,7,20,0,0,10,90
"261",1,10,-7,200,0.58,9.59477760052,40,200
"262",2,20,-7,200,1,19.7125491333,40,200
"263",3,30,-7,200,0.722772277228,14.1507472208,40,200
"264",4,40,-7,200,0.584158415842,8.38832687119,40,200
"265",5,50,-7,200,1,13.803666687,40,200
"266",6,60,-7,200,0.96,7.77199554443,40,200
"267",7,70,-7,200,0.606060606061,10.4081746419,40,200
"268",8,80,-7,200,1,11.8169760132,40,200
"269",9,90,-7,200,1,17.5768836975,40,200
"270",10,100,-7,200,1,20.9167645387,40,200
"271",11,110,-7,200,1,20.4536701965,40,200
"272",12,120,-7,200,1,20.3952972412,40,200
"273",13,130,-7,200,1,19.0631923864,40,200
"274",14,140,-7,200,1,12.7207524109,40,200
"275",15,150,-7,200,0.808080808081,10.3488666534,40,200
"276",16,160,-7,200,0.57,8.55489603678,40,200
"277",17,170,-7,200,1,19.5977168274,40,200
"278",18,180,-7,200,1,27.0329127502,40,200
"279",19,190,-7,200,1,21.1141647339,40,200
"280",20,200,-7,200,1,13.9595942688,40,200
"281",1,10,8,30,1,21.7363264632,40,30
"282",2,20,8,30,1,20.0104701762,40,30
"283",3,30,8,30,0.902912621359,12.7359642111,40,30
"284",4,40,8,30,0.0103092783505,0.0498504638672,20,30
"285",5,50,8,30,0,0,20,30
"286",6,60,8,30,0,0,20,30
"287",7,70,8,30,0.07,1.50779070173,20,30
"288",8,80,8,30,0.234693877551,7.27554984715,20,30
"289",9,90,8,30,0.320388349515,3.55385335286,20,30
"290",10,100,8,30,0.020618556701,1.13763427734,20,30
"291",11,110,8,30,0.539215686275,5.190795621,20,30
"292",12,120,8,30,0.181818181818,4.51075236003,20,30
"293",13,130,8,30,0.74,9.7396755734,20,30
"294",14,140,8,30,0.386138613861,4.85985584748,20,30
"295",15,150,8,30,0.029702970297,0.650385538737,20,30
"296",16,160,8,30,0,0,20,30
"297",17,170,8,30,0,0,20,30
"298",18,180,8,30,0,0,20,30
"299",19,190,8,30,0,0,20,30
"300",20,200,8,30,0,0,20,30
"301",1,10,-8,200,1,18.9159910583,40,200
"302",2,20,-8,200,1,14.9380862427,40,200
"303",3,30,-8,200,1,10.0285399466,40,200
"304",4,40,-8,200,0.666666666667,11.5410522012,40,200
"305",5,50,-8,200,1,15.0336442141,40,200
"306",6,60,-8,200,1,21.8172812368,40,200
"307",7,70,-8,200,1,17.3878432765,40,200
"308",8,80,-8,200,1,20.9558512878,40,200
"309",9,90,-8,200,1,22.0656542969,40,200
"310",10,100,-8,200,1,19.458362761,40,200
"311",11,110,-8,200,1,12.7843643188,40,200
"312",12,120,-8,200,1,12.1825464689,40,200
"313",13,130,-8,200,1,19.2159124945,40,200
"314",14,140,-8,200,0.91,7.12558117542,40,200
"315",15,150,-8,200,0.960396039604,5.62860201806,40,200
"316",16,160,-8,200,1,11.6173562715,40,200
"317",17,170,-8,200,1,12.9390007019,40,200
"318",18,180,-8,200,0.663366336634,8.48299852058,40,200
"319",19,190,-8,200,0.540816326531,8.17618258494,40,200
"320",20,200,-8,200,0.78431372549,8.25350379944,40,200
"321",1,10,9,200,1,19.4012687683,40,200
"322",2,20,9,200,1,22.4480958557,40,200
"323",3,30,9,200,1,22.8036236572,40,200
"324",4,40,9,200,1,20.3872183228,40,200
"325",5,50,9,200,1,23.185391821,40,200
"326",6,60,9,200,1,21.1650366211,40,200
"327",7,70,9,200,1,23.7214736938,40,200
"328",8,80,9,200,1,19.6731350664,40,200
"329",9,90,9,200,1,8.35584303912,40,200
"330",10,100,9,200,1,16.8318767201,40,200
"331",11,110,9,200,1,17.5485694962,40,200
"332",12,120,9,200,1,21.6585229553,40,200
"333",13,130,9,200,0.97,12.3346335814,40,200
"334",14,140,9,200,0.949494949495,8.76053521988,40,200
"335",15,150,9,200,0.287128712871,4.46780448124,40,200
"336",16,160,9,200,1,10.7669184875,40,200
"337",17,170,9,200,1,18.6198473073,40,200
"338",18,180,9,200,1,16.2959759645,40,200
"339",19,190,9,200,1,14.0414372253,40,200
"340",20,200,9,200,1,16.6908769226,40,200
"341",1,10,-9,70,1,23.5509573364,40,30
"342",2,20,-9,70,1,21.7167346191,40,30
"343",3,30,-9,70,1,12.3397354126,40,30
"344",4,40,-9,70,1,9.22669815063,20,30
"345",5,50,-9,70,1,5.7543582527,20,30
"346",6,60,-9,70,0.99,11.8385211675,20,30
"347",7,70,-9,70,0.98,9.12439836775,20,30
"348",8,80,-9,70,0.20202020202,2.30405044556,20,30
"349",9,90,-9,70,0.09,0.849685668945,20,30
"350",10,100,-9,70,0.970297029703,16.0095999581,20,30
"351",11,110,-9,70,1,14.6760073575,20,30
"352",12,120,-9,70,1,14.077660675,20,30
"353",13,130,-9,70,0.326732673267,6.94619797215,20,30
"354",14,140,-9,70,0.212121212121,5.15673319499,20,30
"355",15,150,-9,70,0.89898989899,10.7206846087,20,30
"356",16,160,-9,70,0.732673267327,12.103735434,20,30
"357",17,170,-9,70,0.252525252525,3.52774658203,20,30
"358",18,180,-9,70,1,10.8881303437,20,30
"359",19,190,-9,70,0.851485148515,8.83958949599,20,30
"360",20,200,-9,70,0.12,3.70757166545,20,30
"361",1,10,10,70,1,10.4476001796,40,200
"362",2,20,10,70,1,19.1432910156,40,200
"363",3,30,10,70,1,16.7745877075,40,200
"364",4,40,10,70,0.79,6.68086126786,40,200
"365",5,50,10,70,1,15.0374145508,40,200
"366",6,60,10,70,1,12.7957907104,40,200
"367",7,70,10,70,0.94,8.53085943993,40,200
"368",8,80,10,70,0.17,5.9898035386,40,200
"369",9,90,10,70,0,0,40,200
"370",10,100,10,70,0.280898876404,2.02059082031,40,200
"371",11,110,10,70,1,8.83278910319,40,200
"372",12,120,10,70,1,14.2973350363,40,200
"373",13,130,10,70,1,14.3707259329,40,200
"374",14,140,10,70,0.566666666667,1.09943524529,40,200
"375",15,150,10,70,0.73,9.57956371569,40,200
"376",16,160,10,70,1,10.7337634277,40,200
"377",17,170,10,70,1,9.44884490967,40,200
"378",18,180,10,70,1,14.7599610901,40,200
"379",19,190,10,70,1,15.6277822876,40,200
"380",20,200,10,70,1,12.3530555725,40,200
"381",1,10,-10,40,1,13.3870507491,40,40
"382",2,20,-10,40,1,25.3985205078,40,40
"383",3,30,-10,40,1,17.7405050659,40,40
"384",4,40,-10,40,1,6.3058807373,40,40
"385",5,50,-10,40,0.26,4.23513852633,20,40
"386",6,60,-10,40,0,0,20,40
"387",7,70,-10,40,0,0,20,40
"388",8,80,-10,40,0.07,4.55289786203,20,40
"389",9,90,-10,40,0.52,7.00362220177,20,40
"390",10,100,-10,40,1,12.7454147339,20,40
"391",11,110,-10,40,0.53,4.72518143564,20,40
"392",12,120,-10,40,0.04,1.79016113281,20,40
"393",13,130,-10,40,0.47,3.16565363458,20,40
"394",14,140,-10,40,0.74,4.12440800022,20,40
"395",15,150,-10,40,0.59,4.1495744091,20,40
"396",16,160,-10,40,0.94,5.57335825169,20,40
"397",17,170,-10,40,0.48,5.7198937734,20,40
"398",18,180,-10,40,0.98,4.3378909364,20,40
"399",19,190,-10,40,0.75,4.59263285319,20,40
"400",20,200,-10,40,1,4.15459289551,20,40
"401",1,10,11,70,1,17.403274382,40,200
"402",2,20,11,70,1,16.0953734747,40,200
"403",3,30,11,70,1,15.5832344055,40,200
"404",4,40,11,70,1,15.6288082238,40,200
"405",5,50,11,70,0.920792079208,10.6011928435,40,200
"406",6,60,11,70,0.87,12.2392457107,40,200
"407",7,70,11,70,0.68,7.32113445506,40,200
"408",8,80,11,70,0,0,40,200
"409",9,90,11,70,0,0,40,200
"410",10,100,11,70,0,0,40,200
"411",11,110,11,70,0.452054794521,6.45924469919,40,200
"412",12,120,11,70,0.714285714286,2.81013183594,40,200
"413",13,130,11,70,0.25,5.14992927102,40,200
"414",14,140,11,70,0.0792079207921,3.67452430725,40,200
"415",15,150,11,70,0.04,0.47253036499,40,200
"416",16,160,11,70,0,0,40,200
"417",17,170,11,70,0,0,40,200
"418",18,180,11,70,0.382352941176,3.19356673803,40,200
"419",19,190,11,70,0.929292929293,6.33626257855,40,200
"420",20,200,11,70,1,11.1174058533,40,200
"421",1,10,-11,60,1,16.7312770081,40,40
"422",2,20,-11,60,1,20.4342492676,40,40
"423",3,30,-11,60,1,12.2417032978,40,40
"424",4,40,-11,60,0.63,7.04773482065,40,40
"425",5,50,-11,60,0.41,2.45914775569,20,40
"426",6,60,-11,60,0.383838383838,3.35094652678,20,40
"427",7,70,-11,60,0.158415841584,2.86846923828,20,40
"428",8,80,-11,60,0.01,0,20,40
"429",9,90,-11,60,0,0,20,40
"430",10,100,-11,60,0,0,20,40
"431",11,110,-11,60,0.10101010101,1.64438018799,20,40
"432",12,120,-11,60,0.613861386139,3.66620537543,20,40
"433",13,130,-11,60,0,0,20,40
"434",14,140,-11,60,0,0,20,40
"435",15,150,-11,60,0.41,4.57493591309,20,40
"436",16,160,-11,60,0.39,4.63358248197,20,40
"437",17,170,-11,60,0.04,0.540046691895,20,40
"438",18,180,-11,60,0,0,20,40
"439",19,190,-11,60,0,0,20,40
"440",20,200,-11,60,0,0,20,40
"441",1,10,12,190,1,6.11516617756,40,200
"442",2,20,12,190,1,18.2180352541,40,200
"443",3,30,12,190,1,12.4299504089,40,200
"444",4,40,12,190,1,16.2519797146,40,200
"445",5,50,12,190,1,15.2315226435,40,200
"446",6,60,12,190,1,11.7799198384,40,200
"447",7,70,12,190,1,7.73727706909,40,200
"448",8,80,12,190,1,12.0007865212,40,200
"449",9,90,12,190,1,10.0127384419,40,200
"450",10,100,12,190,1,9.83188883464,40,200
"451",11,110,12,190,0.811881188119,11.635511817,40,200
"452",12,120,12,190,0.67,8.67413398401,40,200
"453",13,130,12,190,0.480392156863,9.55754805584,40,200
"454",14,140,12,190,0.275510204082,7.56476169162,40,200
"455",15,150,12,190,0.86,6.75632636492,40,200
"456",16,160,12,190,0.897959183673,7.43388540095,40,200
"457",17,170,12,190,0.464646464646,3.44914710003,40,200
"458",18,180,12,190,0.932038834951,6.51294581095,40,200
"459",19,190,12,190,0.871287128713,9.33931888234,40,200
"460",20,200,12,190,1,14.7753246577,40,200
"461",1,10,-12,40,1,12.1069502397,40,40
"462",2,20,-12,40,1,12.4155332007,40,40
"463",3,30,-12,40,0.777777777778,6.16814293799,40,40
"464",4,40,-12,40,0.634615384615,5.69523551247,40,40
"465",5,50,-12,40,0,0,20,40
"466",6,60,-12,40,0,0,20,40
"467",7,70,-12,40,0,0,20,40
"468",8,80,-12,40,0,0,20,40
"469",9,90,-12,40,0,0,20,40
"470",10,100,-12,40,0,0,20,40
"471",11,110,-12,40,0,0,20,40
"472",12,120,-12,40,0.240384615385,2.07141845703,20,40
"473",13,130,-12,40,0.0505050505051,1.60382385254,20,40
"474",14,140,-12,40,0,0,20,40
"475",15,150,-12,40,0.09,2.48839314779,20,40
"476",16,160,-12,40,0.377551020408,5.68218952901,20,40
"477",17,170,-12,40,0.08,3.45373344421,20,40
"478",18,180,-12,40,0,0,20,40
"479",19,190,-12,40,0,0,20,40
"480",20,200,-12,40,0,0,20,40
"481",1,10,13,200,0.888888888889,7.79675691778,40,200
"482",2,20,13,200,0.989898989899,10.6768102841,40,200
"483",3,30,13,200,1,15.7405180359,40,200
"484",4,40,13,200,1,21.2448658663,40,200
"485",5,50,13,200,1,17.9664155579,40,200
"486",6,60,13,200,1,11.190998795,40,200
"487",7,70,13,200,1,9.68601164526,40,200
"488",8,80,13,200,1,10.7968885803,40,200
"489",9,90,13,200,1,10.0703186652,40,200
"490",10,100,13,200,1,11.4670682095,40,200
"491",11,110,13,200,1,13.6267980957,40,200
"492",12,120,13,200,1,12.3311841606,40,200
"493",13,130,13,200,1,11.6408503723,40,200
"494",14,140,13,200,1,10.6068790549,40,200
"495",15,150,13,200,1,11.1199012289,40,200
"496",16,160,13,200,1,13.0244412231,40,200
"497",17,170,13,200,1,15.4564103107,40,200
"498",18,180,13,200,0.584158415842,9.67799118818,40,200
"499",19,190,13,200,1,17.1540260315,40,200
"500",20,200,13,200,1,16.5396097424,40,200
"501",1,10,-13,30,1,11.4391996423,40,20
"502",2,20,-13,30,1,14.448110199,40,20
"503",3,30,-13,30,0.564356435644,10.0142426073,20,20
"504",4,40,-13,30,0,0,20,20
"505",5,50,-13,30,0,0,20,20
"506",6,60,-13,30,0,0,20,20
"507",7,70,-13,30,0,0,20,20
"508",8,80,-13,30,0,0,20,20
"509",9,90,-13,30,0,0,20,20
"510",10,100,-13,30,0,0,20,20
"511",11,110,-13,30,0,0,20,20
"512",12,120,-13,30,0,0,20,20
"513",13,130,-13,30,0,0,20,20
"514",14,140,-13,30,0,0,20,20
"515",15,150,-13,30,0,0,20,20
"516",16,160,-13,30,0.04,1.76706695557,20,20
"517",17,170,-13,30,0,0,20,20
"518",18,180,-13,30,0,0,20,20
"519",19,190,-13,30,0,0,20,20
"520",20,200,-13,30,0,0,20,20
"521",1,10,14,50,1,18.9405729675,40,200
"522",2,20,14,50,1,21.3279649353,40,200
"523",3,30,14,50,1,22.3186362994,40,200
"524",4,40,14,50,1,19.9282361021,40,200
"525",5,50,14,50,0.676767676768,14.5219416832,40,200
"526",6,60,14,50,0,0,40,200
"527",7,70,14,50,0,0,20,200
"528",8,80,14,50,0.02,4.94296264648,40,200
"529",9,90,14,50,0.118811881188,5.45457967122,40,200
"530",10,100,14,50,0,0,40,200
"531",11,110,14,50,0.196078431373,4.4982093811,40,200
"532",12,120,14,50,0.33,7.36510536887,40,200
"533",13,130,14,50,0.25,3.56058349609,40,200
"534",14,140,14,50,0.118811881188,1.40697097778,40,200
"535",15,150,14,50,0.659793814433,8.71457028389,40,200
"536",16,160,14,50,0.841584158416,11.2074540082,40,200
"537",17,170,14,50,1,16.7360033748,40,200
"538",18,180,14,50,1,21.1613686439,40,200
"539",19,190,14,50,1,18.7680512971,40,200
"540",20,200,14,50,1,8.64155002516,40,200
"541",1,10,-14,40,1,16.2793576019,40,20
"542",2,20,-14,40,1,15.5926453561,40,20
"543",3,30,-14,40,1,21.2492311685,20,20
"544",4,40,-14,40,1,14.8693530273,20,20
"545",5,50,-14,40,0.11,0.732829700817,20,20
"546",6,60,-14,40,0,0,20,20
"547",7,70,-14,40,0,0,20,20
"548",8,80,-14,40,0,0,20,20
"549",9,90,-14,40,0,0,20,20
"550",10,100,-14,40,0,0,20,20
"551",11,110,-14,40,0,0,20,20
"552",12,120,-14,40,0.574257425743,4.43905350258,20,20
"553",13,130,-14,40,0.97,10.8259554204,20,20
"554",14,140,-14,40,1,14.4873536682,20,20
"555",15,150,-14,40,0.455445544554,4.27048724631,20,20
"556",16,160,-14,40,0.272727272727,3.39613681369,20,20
"557",17,170,-14,40,0,0,20,20
"558",18,180,-14,40,0,0,20,20
"559",19,190,-14,40,0,0,20,20
"560",20,200,-14,40,0,0,20,20
"561",1,10,15,20,1,26.519694519,40,200
"562",2,20,15,20,0.99,19.3344117752,40,200
"563",3,30,15,20,0.188118811881,5.9086568732,40,200
"564",4,40,15,20,0,0,40,200
