"","FID","Id","Distance","TransectID","FRBWidth","Cover","Height","LU","Next.LU","Next.LU.Alt"
"7251",7250,13,130,-177,200,1,15.6454656982,40,NA,NA
"7252",7251,14,140,-177,200,1,15.5429032898,40,NA,NA
"7253",7252,15,150,-177,200,1,14.8474845886,40,NA,NA
"7254",7253,16,160,-177,200,1,12.1974864921,40,NA,NA
"7255",7254,17,170,-177,200,1,13.1221064758,40,NA,NA
"7256",7255,18,180,-177,200,1,14.0584457397,40,NA,NA
"7257",7256,19,190,-177,200,1,11.5815002441,40,NA,NA
"7258",7257,20,200,-177,200,0.88,6.31895758889,40,NA,NA
"7260",7259,1,10,178,40,1,13.7229251472,40,20,NA
"7261",7260,2,20,178,40,1,10.2207294946,40,20,NA
"7262",7261,3,30,178,40,1,8.19659331351,40,20,NA
"7263",7262,4,40,178,40,0.969696969697,5.98141495387,40,20,NA
"7264",7263,5,50,178,40,0.0490196078431,2.24964599609,40,20,NA
"7265",7264,6,60,178,40,0,0,20,20,NA
"7266",7265,7,70,178,40,0,0,20,20,NA
"7267",7266,8,80,178,40,0,0,20,20,NA
"7268",7267,9,90,178,40,0,0,20,20,NA
"7269",7268,10,100,178,40,0,0,20,20,NA
"7270",7269,11,110,178,40,0,0,20,20,NA
"7271",7270,12,120,178,40,0,0,20,20,NA
"7272",7271,13,130,178,40,0,0,20,20,NA
"7273",7272,14,140,178,40,0,0,20,20,NA
"7274",7273,15,150,178,40,0,0,20,20,NA
"7275",7274,16,160,178,40,0,0,20,20,NA
"7276",7275,17,170,178,40,0,0,20,20,NA
"7277",7276,18,180,178,40,0.049504950495,0.269445800781,20,20,NA
"7278",7277,19,190,178,40,0.313131313131,3.81219088647,20,20,NA
"7279",7278,20,200,178,40,0.020202020202,0.232917785645,20,20,NA
"7281",7280,1,10,-178,200,1,16.3949224299,40,NA,NA
"7282",7281,2,20,-178,200,1,15.7140181615,40,NA,NA
"7283",7282,3,30,-178,200,1,17.3845287205,40,NA,NA
"7284",7283,4,40,-178,200,1,18.9052164097,40,NA,NA
"7285",7284,5,50,-178,200,1,18.2525857779,40,NA,NA
"7286",7285,6,60,-178,200,1,14.0310684676,40,NA,NA
"7287",7286,7,70,-178,200,1,16.8142955017,40,NA,NA
"7288",7287,8,80,-178,200,1,12.3156156077,40,NA,NA
"7289",7288,9,90,-178,200,1,13.7156118806,40,NA,NA
"7290",7289,10,100,-178,200,1,12.3134093332,40,NA,NA
"7291",7290,11,110,-178,200,1,12.1622287526,40,NA,NA
"7292",7291,12,120,-178,200,1,13.2877162658,40,NA,NA
"7293",7292,13,130,-178,200,1,13.5768567254,40,NA,NA
"7294",7293,14,140,-178,200,1,14.8631254895,40,NA,NA
"7295",7294,15,150,-178,200,1,14.9244759157,40,NA,NA
"7296",7295,16,160,-178,200,1,16.5738202438,40,NA,NA
"7297",7296,17,170,-178,200,1,13.5695393372,40,NA,NA
"7298",7297,18,180,-178,200,1,13.5720683507,40,NA,NA
"7299",7298,19,190,-178,200,1,13.6623527749,40,NA,NA
"7300",7299,20,200,-178,200,1,12.7385192255,40,NA,NA
"7302",7301,1,10,179,70,1,17.8488842048,40,20,NA
"7303",7302,2,20,179,70,1,24.9863771381,40,20,NA
"7304",7303,3,30,179,70,1,22.1309106445,40,20,NA
"7305",7304,4,40,179,70,1,11.3698904207,40,20,NA
"7306",7305,5,50,179,70,1,11.9878720093,40,20,NA
"7307",7306,6,60,179,70,1,15.852386937,40,20,NA
"7308",7307,7,70,179,70,0.56,8.06521579197,40,20,NA
"7309",7308,8,80,179,70,0,0,20,20,NA
"7310",7309,9,90,179,70,0.38,3.96194096615,20,20,NA
"7311",7310,10,100,179,70,0.108910891089,1.50431130149,20,20,NA
"7312",7311,11,110,179,70,0,0,20,20,NA
"7313",7312,12,120,179,70,0,0,20,20,NA
"7314",7313,13,130,179,70,0,0,20,20,NA
"7315",7314,14,140,179,70,0,0,20,20,NA
"7316",7315,15,150,179,70,0,0,20,20,NA
"7317",7316,16,160,179,70,0,0,20,20,NA
"7318",7317,17,170,179,70,0,0,20,20,NA
"7319",7318,18,180,179,70,0,0,20,20,NA
"7320",7319,19,190,179,70,0,0,20,20,NA
"7321",7320,20,200,179,70,0,0,20,20,NA
"7323",7322,1,10,-179,200,1,9.35140274982,40,NA,NA
"7324",7323,2,20,-179,200,1,15.2804821239,40,NA,NA
"7325",7324,3,30,-179,200,1,15.1375196052,40,NA,NA
"7326",7325,4,40,-179,200,1,15.6159048553,40,NA,NA
"7327",7326,5,50,-179,200,1,18.2551872253,40,NA,NA
"7328",7327,6,60,-179,200,1,15.7323338672,40,NA,NA
"7329",7328,7,70,-179,200,1,12.6690779114,40,NA,NA
"7330",7329,8,80,-179,200,1,11.4756666565,40,NA,NA
"7331",7330,9,90,-179,200,1,11.4356159973,40,NA,NA
"7332",7331,10,100,-179,200,1,13.0483412034,40,NA,NA
"7333",7332,11,110,-179,200,1,12.4966332464,40,NA,NA
"7334",7333,12,120,-179,200,1,13.7264818904,40,NA,NA
"7335",7334,13,130,-179,200,1,15.8353591919,40,NA,NA
"7336",7335,14,140,-179,200,1,9.70911076093,40,NA,NA
"7337",7336,15,150,-179,200,1,10.7349927498,40,NA,NA
"7338",7337,16,160,-179,200,1,14.3861081022,40,NA,NA
"7339",7338,17,170,-179,200,1,16.4796014651,40,NA,NA
"7340",7339,18,180,-179,200,0.792079207921,13.141973877,40,NA,NA
"7341",7340,19,190,-179,200,0.888888888889,12.0346820138,40,NA,NA
"7342",7341,20,200,-179,200,1,10.1682745361,40,NA,NA
"7344",7343,1,10,180,10,0.928571428571,6.77399956001,40,40,NA
"7345",7344,2,20,180,10,0,0,40,40,NA
"7346",7345,3,30,180,10,0.737373737374,15.3605014331,40,40,NA
"7347",7346,4,40,180,10,1,9.83542724609,40,40,NA
"7348",7347,5,50,180,10,1,10.7193013,40,40,NA
"7349",7348,6,60,180,10,1,6.83789276123,40,40,NA
"7350",7349,7,70,180,10,1,13.491607666,40,40,NA
"7351",7350,8,80,180,10,1,16.8434242249,40,40,NA
"7352",7351,9,90,180,10,1,14.2625201356,40,40,NA
"7353",7352,10,100,180,10,1,16.0832813918,40,40,NA
"7354",7353,11,110,180,10,1,17.6519949341,40,40,NA
"7355",7354,12,120,180,10,1,17.3693130493,40,40,NA
"7356",7355,13,130,180,10,1,17.3924665833,40,40,NA
"7357",7356,14,140,180,10,1,12.3473643494,40,40,NA
"7358",7357,15,150,180,10,1,12.7629170227,40,40,NA
"7359",7358,16,160,180,10,1,11.2136714172,40,40,NA
"7360",7359,17,170,180,10,1,11.2561174147,40,40,NA
"7361",7360,18,180,180,10,0.808080808081,7.02658596039,40,40,NA
"7362",7361,19,190,180,10,0,0,40,40,NA
"7363",7362,20,200,180,10,0,0,20,40,NA
"7365",7364,1,10,-180,90,1,11.8019081342,40,20,NA
"7366",7365,2,20,-180,90,1,14.2426248169,40,20,NA
"7367",7366,3,30,-180,90,1,13.4368527222,40,20,NA
"7368",7367,4,40,-180,90,1,16.3409321096,20,20,NA
"7369",7368,5,50,-180,90,1,17.3200070128,20,20,NA
"7370",7369,6,60,-180,90,1,19.4279068592,20,20,NA
"7371",7370,7,70,-180,90,1,11.5535261366,20,20,NA
"7372",7371,8,80,-180,90,1,13.0953973389,20,20,NA
"7373",7372,9,90,-180,90,0.93,6.32935636787,20,20,NA
"7374",7373,10,100,-180,90,0.108910891089,4.86980785023,20,20,NA
"7375",7374,11,110,-180,90,0.316326530612,11.1240160542,20,20,NA
"7376",7375,12,120,-180,90,0.50495049505,9.9950875675,20,20,NA
"7377",7376,13,130,-180,90,0.346534653465,4.7876146589,20,20,NA
"7378",7377,14,140,-180,90,0.0808080808081,1.64013290405,20,20,NA
"7379",7378,15,150,-180,90,0,0,20,20,NA
"7380",7379,16,160,-180,90,0,0,20,20,NA
"7381",7380,17,170,-180,90,0,0,20,20,NA
"7382",7381,18,180,-180,90,0,0,20,20,NA
"7383",7382,19,190,-180,90,0,0,20,20,NA
"7384",7383,20,200,-180,90,0,0,20,20,NA
"7386",7385,1,10,181,0,0.13,9.01747013972,40,40,NA
"7387",7386,2,20,181,0,0.158415841584,3.20464515686,40,40,NA
"7388",7387,3,30,181,0,1,15.7881087486,40,40,NA
"7389",7388,4,40,181,0,1,15.2060015129,40,40,NA
"7390",7389,5,50,181,0,1,11.6239015198,40,40,NA
"7391",7390,6,60,181,0,1,10.1989659119,40,40,NA
"7392",7391,7,70,181,0,1,12.361290741,40,40,NA
"7393",7392,8,80,181,0,1,15.2394990827,40,40,NA
"7394",7393,9,90,181,0,0.544554455446,10.9769323176,40,40,NA
"7395",7394,10,100,181,0,0,0,40,40,NA
"7396",7395,11,110,181,0,0,0,40,40,NA
"7397",7396,12,120,181,0,0.12,0.743582407633,40,40,NA
"7398",7397,13,130,181,0,1,5.87055476025,40,40,NA
"7399",7398,14,140,181,0,0.5,2.17621124268,40,40,NA
"7400",7399,15,150,181,0,0,0,10,40,NA
"7401",7400,16,160,181,0,0.0891089108911,2.47716267904,10,40,NA
"7402",7401,17,170,181,0,0.89898989899,3.49034238665,10,40,NA
"7403",7402,18,180,181,0,0.752475247525,3.00070531745,10,40,NA
"7404",7403,19,190,181,0,0.02,1.60341644287,10,40,NA
"7405",7404,20,200,181,0,0.0990099009901,2.29189453125,10,40,NA
"7407",7406,1,10,-181,40,0.39,10.4086225461,40,20,NA
"7408",7407,2,20,-181,40,0.83,7.74595311176,40,20,NA
"7409",7408,3,30,-181,40,0.98,14.0558415627,20,20,NA
"7410",7409,4,40,-181,40,1,15.9075825002,20,20,NA
"7411",7410,5,50,-181,40,0.262626262626,4.7732802171,20,20,NA
"7412",7411,6,60,-181,40,0,0,20,20,NA
"7413",7412,7,70,-181,40,0,0,20,20,NA
"7414",7413,8,80,-181,40,0,0,20,20,NA
"7415",7414,9,90,-181,40,0,0,20,20,NA
"7416",7415,10,100,-181,40,0.158415841584,5.71121406555,20,20,NA
"7417",7416,11,110,-181,40,0.272727272727,6.80826201262,20,20,NA
"7418",7417,12,120,-181,40,0,0,20,20,NA
"7419",7418,13,130,-181,40,0,0,20,20,NA
"7420",7419,14,140,-181,40,0,0,20,20,NA
"7421",7420,15,150,-181,40,0,0,20,20,NA
"7422",7421,16,160,-181,40,0,0,20,20,NA
"7423",7422,17,170,-181,40,0.019801980198,0.195175170898,20,20,NA
"7424",7423,18,180,-181,40,0.04,0.166622161865,20,20,NA
"7425",7424,19,190,-181,40,0.17,5.24613414091,20,20,NA
"7426",7425,20,200,-181,40,0,0,20,20,NA
"7428",7427,1,10,182,70,1,24.6172096803,40,20,NA
"7429",7428,2,20,182,70,1,25.2564597555,40,20,NA
"7430",7429,3,30,182,70,1,21.0202859617,40,20,NA
"7431",7430,4,40,182,70,1,19.3234743391,40,20,NA
"7432",7431,5,50,182,70,1,14.8412196093,40,20,NA
"7433",7432,6,60,182,70,0.686868686869,5.42723487405,40,20,NA
"7434",7433,7,70,182,70,0.821782178218,7.47448326019,20,20,NA
"7435",7434,8,80,182,70,0.23,5.32713516899,20,20,NA
"7436",7435,9,90,182,70,0,0,20,20,NA
"7437",7436,10,100,182,70,0,0,20,20,NA
"7438",7437,11,110,182,70,0,0,20,20,NA
"7439",7438,12,120,182,70,0,0,20,20,NA
"7440",7439,13,130,182,70,0,0,20,20,NA
"7441",7440,14,140,182,70,0,0,20,20,NA
"7442",7441,15,150,182,70,0,0,20,20,NA
"7443",7442,16,160,182,70,0.5,1.15666503906,20,20,NA
"7444",7443,17,170,182,70,0.471428571429,2.61233844179,20,20,NA
"7445",7444,18,180,182,70,0,0,20,20,NA
"7446",7445,19,190,182,70,0,0,20,20,NA
"7447",7446,20,200,182,70,0,0,20,20,NA
"7448",7447,1,10,-182,60,1,16.2921532041,40,10,NA
"7449",7448,2,20,-182,60,1,9.8661622028,40,10,NA
"7450",7449,3,30,-182,60,1,8.05654586792,40,10,NA
"7451",7450,4,40,-182,60,1,9.61340664401,40,10,NA
"7452",7451,5,50,-182,60,0.816326530612,7.73028793335,40,10,NA
"7453",7452,6,60,-182,60,0.673267326733,7.2775739782,10,10,NA
"7454",7453,7,70,-182,60,0,0,10,10,NA
"7455",7454,8,80,-182,60,0,0,10,10,NA
"7456",7455,9,90,-182,60,0,0,10,10,NA
"7457",7456,10,100,-182,60,0,0,10,10,NA
"7458",7457,11,110,-182,60,0,0,10,10,NA
"7459",7458,12,120,-182,60,0,0,10,10,NA
"7460",7459,13,130,-182,60,0,0,10,10,NA
"7461",7460,14,140,-182,60,0,0,10,10,NA
"7462",7461,15,150,-182,60,0,0,10,10,NA
"7463",7462,16,160,-182,60,0,0,10,10,NA
"7464",7463,17,170,-182,60,0,0,10,10,NA
"7465",7464,18,180,-182,60,0,0,10,10,NA
"7466",7465,19,190,-182,60,0,0,10,10,NA
"7467",7466,20,200,-182,60,0,0,10,10,NA
"7468",7467,1,10,183,20,0.8,4.66793117523,40,20,NA
"7469",7468,2,20,183,20,0.41,7.34844933487,40,20,NA
"7470",7469,3,30,183,20,0.277227722772,5.9602230617,40,20,NA
"7471",7470,4,40,183,20,0.81,11.2888500072,40,20,NA
"7472",7471,5,50,183,20,1,15.4743150768,40,20,NA
"7473",7472,6,60,183,20,1,16.7219786691,40,20,NA
"7474",7473,7,70,183,20,0.89898989899,9.20368597481,40,20,NA
"7475",7474,8,80,183,20,0,0,40,20,NA
"7476",7475,9,90,183,20,0,0,40,20,NA
"7477",7476,10,100,183,20,0,0,40,20,NA
"7478",7477,11,110,183,20,0.138613861386,2.01584843227,20,20,NA
"7479",7478,12,120,183,20,0,0,20,20,NA
"7480",7479,13,130,183,20,0,0,20,20,NA
"7481",7480,14,140,183,20,0,0,20,20,NA
"7482",7481,15,150,183,20,0,0,20,20,NA
"7483",7482,16,160,183,20,0,0,20,20,NA
"7484",7483,17,170,183,20,0,0,20,20,NA
"7485",7484,18,180,183,20,0,0,20,20,NA
"7486",7485,19,190,183,20,0,0,20,20,NA
"7487",7486,20,200,183,20,0,0,20,20,NA
"7489",7488,1,10,-183,90,1,11.0558482361,40,10,NA
"7490",7489,2,20,-183,90,1,23.9377137787,40,10,NA
"7491",7490,3,30,-183,90,1,22.858518846,40,10,NA
"7492",7491,4,40,-183,90,1,20.6542588806,40,10,NA
"7493",7492,5,50,-183,90,1,20.7979844666,40,10,NA
"7494",7493,6,60,-183,90,1,23.6744529874,40,10,NA
"7495",7494,7,70,-183,90,1,19.0932086182,40,10,NA
"7496",7495,8,80,-183,90,1,10.1719576132,40,10,NA
"7497",7496,9,90,-183,90,1,6.67915588379,40,10,NA
"7498",7497,10,100,-183,90,0.272727272727,3.19333902995,10,10,NA
"7499",7498,11,110,-183,90,0.282828282828,3.77166639056,10,10,NA
"7500",7499,12,120,-183,90,0.633663366337,3.93029928207,10,10,NA
"7501",7500,13,130,-183,90,0.707070707071,5.64938855852,10,10,NA
"7502",7501,14,140,-183,90,0.851485148515,7.72260958649,10,10,NA
"7503",7502,15,150,-183,90,1,6.00830561572,10,10,NA
"7504",7503,16,160,-183,90,0.43,4.19485899459,10,10,NA
"7505",7504,17,170,-183,90,0.21,3.10040573847,10,10,NA
"7506",7505,18,180,-183,90,0.928571428571,9.88082215026,10,10,NA
"7507",7506,19,190,-183,90,1,12.0449736023,10,10,NA
"7508",7507,20,200,-183,90,1,15.9079780579,10,10,NA
"7510",7509,1,10,184,0,0.2,7.17730789185,40,20,NA
"7511",7510,2,20,184,0,0.23,12.5138410485,40,20,NA
"7512",7511,3,30,184,0,1,16.9924592877,40,20,NA
"7513",7512,4,40,184,0,1,16.3801339722,40,20,NA
"7514",7513,5,50,184,0,1,16.1282737732,40,20,NA
"7515",7514,6,60,184,0,1,15.06272995,40,20,NA
"7516",7515,7,70,184,0,1,14.3867190552,40,20,NA
"7517",7516,8,80,184,0,1,19.1487030029,40,20,NA
"7518",7517,9,90,184,0,1,21.8208518453,40,20,NA
"7519",7518,10,100,184,0,1,20.129937439,20,20,NA
"7520",7519,11,110,184,0,1,15.0906822205,20,20,NA
"7521",7520,12,120,184,0,1,9.89070617676,20,20,NA
"7522",7521,13,130,184,0,1,13.5218733215,20,20,NA
"7523",7522,14,140,184,0,1,13.3093411255,20,20,NA
"7524",7523,15,150,184,0,1,14.121199945,20,20,NA
"7525",7524,16,160,184,0,1,11.0549047489,20,20,NA
"7526",7525,17,170,184,0,1,9.044258503,20,20,NA
"7527",7526,18,180,184,0,0.81,4.74311112769,20,20,NA
"7528",7527,19,190,184,0,0.14,2.34595707485,20,20,NA
"7529",7528,20,200,184,0,0.272727272727,3.00513656051,20,20,NA
"7530",7529,1,10,-184,70,1,22.4292269897,40,40,NA
"7531",7530,2,20,-184,70,1,24.7341934204,40,40,NA
"7532",7531,3,30,-184,70,1,25.3981744385,40,40,NA
"7533",7532,4,40,-184,70,1,24.98907547,40,40,NA
"7534",7533,5,50,-184,70,1,24.3925326538,40,40,NA
"7535",7534,6,60,-184,70,1,21.1344935351,10,40,NA
"7536",7535,7,70,-184,70,1,8.5413076998,10,40,NA
"7537",7536,8,80,-184,70,0.25,2.05495056152,10,40,NA
"7538",7537,9,90,-184,70,0.34,3.05633814195,10,40,NA
"7539",7538,10,100,-184,70,0.191919191919,1.99080617804,10,40,NA
"7540",7539,11,110,-184,70,0.95,5.64865931461,10,40,NA
"7541",7540,12,120,-184,70,0.505050505051,4.99881134033,40,40,NA
"7542",7541,13,130,-184,70,0.613861386139,4.43050753686,40,40,NA
"7543",7542,14,140,-184,70,0.94,8.55843986349,40,40,NA
"7544",7543,15,150,-184,70,1,8.07180308332,40,40,NA
"7545",7544,16,160,-184,70,1,8.56871429443,40,40,NA
"7546",7545,17,170,-184,70,1,12.8598674011,40,40,NA
"7547",7546,18,180,-184,70,1,11.6396431498,40,40,NA
"7548",7547,19,190,-184,70,1,12.9272531128,40,40,NA
"7549",7548,20,200,-184,70,0.64,6.37863636017,40,40,NA
"7550",7549,1,10,185,50,1,17.4998010254,40,20,NA
"7551",7550,2,20,185,50,1,17.1433992004,40,20,NA
"7552",7551,3,30,185,50,1,17.9328282166,40,20,NA
"7553",7552,4,40,185,50,1,18.8776753235,40,20,NA
"7554",7553,5,50,185,50,0.69696969697,12.4107338726,40,20,NA
"7555",7554,6,60,185,50,0.0792079207921,0.101322174072,40,20,NA
"7556",7555,7,70,185,50,0.96,7.13381703695,40,20,NA
"7557",7556,8,80,185,50,0.534653465347,4.76918058042,20,20,NA
"7558",7557,9,90,185,50,0.838383838384,6.80433434176,20,20,NA
"7559",7558,10,100,185,50,0.25,4.39243347168,20,20,NA
"7560",7559,11,110,185,50,0,0,20,20,NA
"7561",7560,12,120,185,50,0,0,20,20,NA
"7562",7561,13,130,185,50,0,0,20,20,NA
"7563",7562,14,140,185,50,0,0,20,20,NA
"7564",7563,15,150,185,50,0,0,20,20,NA
"7565",7564,16,160,185,50,0,0,20,20,NA
"7566",7565,17,170,185,50,0,0,20,20,NA
"7567",7566,18,180,185,50,0,0,20,20,NA
"7568",7567,19,190,185,50,0,0,20,20,NA
"7569",7568,20,200,185,50,0,0,20,20,NA
"7571",7570,1,10,-185,100,1,17.7163127552,40,40,NA
"7572",7571,2,20,-185,100,1,16.5082878113,40,40,NA
"7573",7572,3,30,-185,100,1,19.2363485718,40,40,NA
"7574",7573,4,40,-185,100,1,14.7685418701,40,40,NA
"7575",7574,5,50,-185,100,1,17.4599474916,40,40,NA
"7576",7575,6,60,-185,100,1,17.567384491,40,40,NA
"7577",7576,7,70,-185,100,1,13.4525338352,40,40,NA
"7578",7577,8,80,-185,100,1,9.92311218262,40,40,NA
"7579",7578,9,90,-185,100,0.969696969697,5.4388551712,40,40,NA
"7580",7579,10,100,-185,100,0.94,7.30421934737,40,40,NA
"7581",7580,11,110,-185,100,0.0505050505051,1.33528442383,40,40,NA
"7582",7581,12,120,-185,100,0.0408163265306,0.713283538818,40,40,NA
"7583",7582,13,130,-185,100,0,0,40,40,NA
"7584",7583,14,140,-185,100,0.935483870968,6.04169543036,40,40,NA
"7585",7584,15,150,-185,100,0.642857142857,4.25100611127,40,40,NA
"7586",7585,16,160,-185,100,0.0707070707071,1.25156511579,40,40,NA
"7587",7586,17,170,-185,100,0.09,1.93715413411,40,40,NA
"7588",7587,18,180,-185,100,0.762376237624,4.9113175033,40,40,NA
"7589",7588,19,190,-185,100,0.35,2.42401776995,40,40,NA
"7590",7589,20,200,-185,100,0,0,10,40,NA
"7592",7591,1,10,186,200,0.93,4.10427790816,40,NA,NA
"7593",7592,2,20,186,200,1,15.5374240686,40,NA,NA
"7594",7593,3,30,186,200,1,19.1245213318,40,NA,NA
"7595",7594,4,40,186,200,1,18.2975921631,40,NA,NA
"7596",7595,5,50,186,200,1,15.0274581909,40,NA,NA
"7597",7596,6,60,186,200,1,14.2555175781,40,NA,NA
"7598",7597,7,70,186,200,1,12.5979695946,40,NA,NA
"7599",7598,8,80,186,200,1,13.5597734451,40,NA,NA
"7600",7599,9,90,186,200,1,12.871695477,40,NA,NA
"7601",7600,10,100,186,200,1,13.3488623047,40,NA,NA
"7602",7601,11,110,186,200,1,17.5067175293,10,NA,NA
"7603",7602,12,120,186,200,1,12.1625548083,10,NA,NA
"7604",7603,13,130,186,200,1,22.5085622152,10,NA,NA
"7605",7604,14,140,186,200,1,22.473583623,10,NA,NA
"7606",7605,15,150,186,200,1,18.8852110291,10,NA,NA
"7607",7606,16,160,186,200,1,21.9379025269,40,NA,NA
"7608",7607,17,170,186,200,1,20.2946943665,40,NA,NA
"7609",7608,18,180,186,200,1,24.0494313049,40,NA,NA
"7610",7609,19,190,186,200,1,25.3152130127,40,NA,NA
"7611",7610,20,200,186,200,1,23.3909216309,40,NA,NA
"7612",7611,1,10,-186,60,0.64,4.29392766953,40,10,40
"7613",7612,2,20,-186,60,1,19.6262599182,40,10,40
"7614",7613,3,30,-186,60,1,18.8680183411,40,10,40
"7615",7614,4,40,-186,60,1,19.3607910156,40,10,40
"7616",7615,5,50,-186,60,0.99,17.1023248229,40,10,40
"7617",7616,6,60,-186,60,0.39,10.8526716966,40,10,40
"7618",7617,7,70,-186,60,0.030303030303,0.903996785482,40,10,40
"7619",7618,8,80,-186,60,1,16.5104716492,40,10,40
"7620",7619,9,90,-186,60,1,17.3665679932,40,10,40
"7621",7620,10,100,-186,60,1,12.392414467,40,10,40
"7622",7621,11,110,-186,60,1,14.7142727661,40,10,40
"7623",7622,12,120,-186,60,1,8.0632304182,40,10,40
"7624",7623,13,130,-186,60,1,9.26679290771,40,10,40
"7625",7624,14,140,-186,60,0.56,13.9557298933,10,10,40
"7626",7625,15,150,-186,60,0.87,14.7467298837,10,10,40
"7627",7626,16,160,-186,60,1,18.9193229675,10,10,40
"7628",7627,17,170,-186,60,0.95,8.63864296361,10,10,40
"7629",7628,18,180,-186,60,0.32,2.55035877228,10,10,40
"7630",7629,19,190,-186,60,0.14,2.52045985631,10,10,40
"7631",7630,20,200,-186,60,0,0,10,10,40
"7632",7631,1,10,187,70,1,21.9082478333,40,10,NA
"7633",7632,2,20,187,70,1,23.2958109638,40,10,NA
"7634",7633,3,30,187,70,1,22.5362489319,40,10,NA
"7635",7634,4,40,187,70,1,15.1445582226,40,10,NA
"7636",7635,5,50,187,70,1,12.1882467831,40,10,NA
"7637",7636,6,60,187,70,1,8.3237184797,40,10,NA
"7638",7637,7,70,187,70,0.534482758621,3.47821980138,40,10,NA
"7639",7638,8,80,187,70,0,0,40,10,NA
"7640",7639,9,90,187,70,0,0,10,10,NA
"7641",7640,10,100,187,70,0.030303030303,0.444895426432,10,10,NA
"7642",7641,11,110,187,70,0.13,2.49798231858,10,10,NA
"7643",7642,12,120,187,70,0.2,1.85704345703,10,10,NA
"7644",7643,13,130,187,70,0.970297029703,3.48652555505,10,10,NA
"7645",7644,14,140,187,70,1,6.12161963877,10,10,NA
"7646",7645,15,150,187,70,1,5.34603179932,10,10,NA
"7647",7646,16,160,187,70,0.808080808081,6.05228061676,10,10,NA
"7648",7647,17,170,187,70,1,8.48092604175,40,10,NA
"7649",7648,18,180,187,70,1,12.6615118729,40,10,NA
"7650",7649,19,190,187,70,1,21.9106595357,40,10,NA
"7651",7650,20,200,187,70,1,19.8160368347,40,10,NA
"7653",7652,1,10,-187,130,1,9.98695313104,40,10,NA
"7654",7653,2,20,-187,130,1,14.8230239868,40,10,NA
"7655",7654,3,30,-187,130,1,14.939335062,40,10,NA
"7656",7655,4,40,-187,130,0.969696969697,10.7418319384,40,10,NA
"7657",7656,5,50,-187,130,0.74,10.4436818716,40,10,NA
"7658",7657,6,60,-187,130,1,17.1943929653,40,10,NA
"7659",7658,7,70,-187,130,1,16.6037967795,40,10,NA
"7660",7659,8,80,-187,130,1,19.089732104,40,10,NA
"7661",7660,9,90,-187,130,1,23.3139378711,40,10,NA
"7662",7661,10,100,-187,130,1,25.6781660908,10,10,NA
"7663",7662,11,110,-187,130,1,14.2753578413,10,10,NA
"7664",7663,12,120,-187,130,0.89,8.20306036446,10,10,NA
"7665",7664,13,130,-187,130,0.326732673267,2.46358651826,10,10,NA
"7666",7665,14,140,-187,130,0.21,3.20406668527,10,10,NA
"7667",7666,15,150,-187,130,0,0,10,10,NA
"7668",7667,16,160,-187,130,0,0,10,10,NA
"7669",7668,17,170,-187,130,0,0,10,10,NA
"7670",7669,18,180,-187,130,0,0,10,10,NA
"7671",7670,19,190,-187,130,0,0,10,10,NA
"7672",7671,20,200,-187,130,0,0,10,10,NA
"7674",7673,1,10,188,170,1,25.3064424133,10,40,NA
"7675",7674,2,20,188,170,1,16.6906248791,40,40,NA
"7676",7675,3,30,188,170,1,15.5647103882,40,40,NA
"7677",7676,4,40,188,170,1,16.0258372498,40,40,NA
"7678",7677,5,50,188,170,1,15.7361242832,40,40,NA
"7679",7678,6,60,188,170,0.842105263158,11.277179718,40,40,NA
"7680",7679,7,70,188,170,0.979797979798,9.44187408133,40,40,NA
"7681",7680,8,80,188,170,1,14.1650794983,40,40,NA
"7682",7681,9,90,188,170,1,9.61876098633,40,40,NA
"7683",7682,10,100,188,170,1,10.8279966104,40,40,NA
"7684",7683,11,110,188,170,1,13.6949249268,40,40,NA
"7685",7684,12,120,188,170,1,18.2021871829,40,40,NA
"7686",7685,13,130,188,170,1,19.2827146896,40,40,NA
"7687",7686,14,140,188,170,1,15.0810920715,40,40,NA
"7688",7687,15,150,188,170,0.493975903614,7.28556228266,40,40,NA
"7689",7688,16,160,188,170,1,7.47131796444,40,40,NA
"7690",7689,17,170,188,170,0.828282828283,5.54020523443,40,40,NA
"7691",7690,18,180,188,170,0.0808080808081,4.31997680664,40,40,NA
"7692",7691,19,190,188,170,0.376237623762,8.00960982473,40,40,NA
"7693",7692,20,200,188,170,0.989898989899,9.71274021694,40,40,NA
"7694",7693,1,10,-188,20,1,19.2272906494,10,10,NA
"7695",7694,2,20,-188,20,0.91,14.3045359182,10,10,NA
"7696",7695,3,30,-188,20,0.020202020202,0.773460388184,10,10,NA
"7697",7696,4,40,-188,20,0.212121212121,5.09867931548,10,10,NA
"7698",7697,5,50,-188,20,0,0,10,10,NA
"7699",7698,6,60,-188,20,0,0,10,10,NA
"7700",7699,7,70,-188,20,0,0,10,10,NA
"7701",7700,8,80,-188,20,0,0,10,10,NA
"7702",7701,9,90,-188,20,0,0,10,10,NA
"7703",7702,10,100,-188,20,0,0,10,10,NA
"7704",7703,11,110,-188,20,0,0,10,10,NA
"7705",7704,12,120,-188,20,0,0,10,10,NA
"7706",7705,13,130,-188,20,0,0,10,10,NA
"7707",7706,14,140,-188,20,0,0,10,10,NA
"7708",7707,15,150,-188,20,0,0,10,10,NA
"7709",7708,16,160,-188,20,0.09,2.23871188694,10,10,NA
