"","FID","Id","Distance","TransectID","FRBWidth","Cover","Height","LU","Next.LU","Next.LU.Alt"
"1",0,1,10,1,40,0.79,5.23101729381,40,20,NA
"2",1,2,20,1,40,1,11.9226923471,40,20,NA
"3",2,3,30,1,40,1,13.2096842957,40,20,NA
"4",3,4,40,1,40,0.39,5.87901501778,40,20,NA
"5",4,5,50,1,40,0,0,40,20,NA
"6",5,6,60,1,40,0.040404040404,2.33080673218,20,20,NA
"7",6,7,70,1,40,0,0,20,20,NA
"8",7,8,80,1,40,0.0891089108911,2.11627875434,20,20,NA
"9",8,9,90,1,40,0.148514851485,2.30644429525,20,20,NA
"10",9,10,100,1,40,0,0,20,20,NA
"11",10,11,110,1,40,0,0,20,20,NA
"12",11,12,120,1,40,0,0,20,20,NA
"13",12,13,130,1,40,0,0,20,20,NA
"14",13,14,140,1,40,0,0,20,20,NA
"15",14,15,150,1,40,0,0,20,20,NA
"16",15,16,160,1,40,0,0,20,20,NA
"17",16,17,170,1,40,0,0,20,20,NA
"18",17,18,180,1,40,0,0,20,20,NA
"19",18,19,190,1,40,0,0,20,20,NA
"20",19,20,200,1,40,0,0,20,20,NA
"21",20,1,10,-1,200,1,13.0745115662,40,NA,NA
"22",21,2,20,-1,200,1,25.1072594671,40,NA,NA
"23",22,3,30,-1,200,1,20.4426663208,40,NA,NA
"24",23,4,40,-1,200,1,16.2429623413,40,NA,NA
"25",24,5,50,-1,200,1,10.9883022116,40,NA,NA
"26",25,6,60,-1,200,1,11.2073698425,40,NA,NA
"27",26,7,70,-1,200,1,15.2214123535,40,NA,NA
"28",27,8,80,-1,200,1,18.6801567455,40,NA,NA
"29",28,9,90,-1,200,1,22.7598155629,40,NA,NA
"30",29,10,100,-1,200,1,14.1129057312,40,NA,NA
"31",30,11,110,-1,200,1,21.9806838838,40,NA,NA
"32",31,12,120,-1,200,1,24.044412594,40,NA,NA
"33",32,13,130,-1,200,1,21.2466838074,40,NA,NA
"34",33,14,140,-1,200,1,26.5990258789,40,NA,NA
"35",34,15,150,-1,200,1,20.4716209643,40,NA,NA
"36",35,16,160,-1,200,1,24.4085516357,40,NA,NA
"37",36,17,170,-1,200,1,22.747749176,40,NA,NA
"38",37,18,180,-1,200,1,20.6742567308,40,NA,NA
"39",38,19,190,-1,200,1,18.7663264419,40,NA,NA
"40",39,20,200,-1,200,1,19.5347232056,40,NA,NA
"41",40,1,10,2,20,1,10.0914297485,40,20,NA
"42",41,2,20,2,20,0.575757575758,4.57539474755,40,20,NA
"43",42,3,30,2,20,0,0,40,20,NA
"44",43,4,40,2,20,0,0,20,20,NA
"45",44,5,50,2,20,0,0,20,20,NA
"46",45,6,60,2,20,0.14,2.09423174177,20,20,NA
"47",46,7,70,2,20,0.39603960396,4.05996322632,20,20,NA
"48",47,8,80,2,20,0,0,20,20,NA
"49",48,9,90,2,20,0,0,20,20,NA
"50",49,10,100,2,20,0,0,20,20,NA
"51",50,11,110,2,20,0,0,20,20,NA
"52",51,12,120,2,20,0,0,20,20,NA
"53",52,13,130,2,20,0,0,20,20,NA
"54",53,14,140,2,20,0,0,20,20,NA
"55",54,15,150,2,20,0,0,20,20,NA
"56",55,16,160,2,20,0,0,20,20,NA
"57",56,17,170,2,20,0,0,20,20,NA
"58",57,18,180,2,20,0,0,20,20,NA
"59",58,19,190,2,20,0,0,20,20,NA
"60",59,20,200,2,20,0,0,20,20,NA
"61",60,1,10,-2,200,1,16.4844537354,40,NA,NA
"62",61,2,20,-2,200,1,18.5519520569,40,NA,NA
"63",62,3,30,-2,200,1,14.9906951602,40,NA,NA
"64",63,4,40,-2,200,1,14.3579371289,40,NA,NA
"65",64,5,50,-2,200,1,12.5971966553,40,NA,NA
"66",65,6,60,-2,200,1,15.9430862427,40,NA,NA
"67",66,7,70,-2,200,1,16.4109344482,40,NA,NA
"68",67,8,80,-2,200,1,15.8844350683,40,NA,NA
"69",68,9,90,-2,200,1,20.208724823,40,NA,NA
"70",69,10,100,-2,200,1,21.6316496594,40,NA,NA
"71",70,11,110,-2,200,1,18.8301747131,40,NA,NA
"72",71,12,120,-2,200,1,22.2711312866,40,NA,NA
"73",72,13,130,-2,200,1,23.5702804565,40,NA,NA
"74",73,14,140,-2,200,1,11.3513638306,40,NA,NA
"75",74,15,150,-2,200,1,17.0332557678,40,NA,NA
"76",75,16,160,-2,200,1,24.3065082814,40,NA,NA
"77",76,17,170,-2,200,1,21.5573738098,40,NA,NA
"78",77,18,180,-2,200,1,24.4910238647,40,NA,NA
"79",78,19,190,-2,200,1,18.8183712429,40,NA,NA
"80",79,20,200,-2,200,1,14.9990484892,40,NA,NA
"81",80,1,10,3,50,0.56,12.0560629708,40,10,NA
"82",81,2,20,3,50,1,23.5665709241,10,10,NA
"83",82,3,30,3,50,1,22.3975588989,10,10,NA
"84",83,4,40,3,50,0.950495049505,16.025548617,10,10,NA
"85",84,5,50,3,50,0.46,8.87641143799,10,10,NA
"86",85,6,60,3,50,0.00990099009901,0.219223022461,10,10,NA
"87",86,7,70,3,50,0.36,7.62424850464,10,10,NA
"88",87,8,80,3,50,0.732673267327,4.01955083899,10,10,NA
"89",88,9,90,3,50,0.80612244898,7.51652835894,10,10,NA
"90",89,10,100,3,50,0.41,5.69892660001,10,10,NA
"91",90,11,110,3,50,0.46,9.04280156675,10,10,NA
"92",91,12,120,3,50,0.181818181818,2.96154869927,10,10,NA
"93",92,13,130,3,50,0,0,10,10,NA
"94",93,14,140,3,50,0,0,10,10,NA
"95",94,15,150,3,50,0.11,1.0782068426,10,10,NA
"96",95,16,160,3,50,0.755102040816,11.7470377329,10,10,NA
"97",96,17,170,3,50,1,12.1583502197,10,10,NA
"98",97,18,180,3,50,1,9.73098261669,10,10,NA
"99",98,19,190,3,50,0.979797979798,6.10344766833,10,10,NA
"100",99,20,200,3,50,1,13.2569859314,20,10,NA
"102",101,1,10,-3,200,0.970297029703,11.0893769556,40,NA,NA
"103",102,2,20,-3,200,1,13.2428166199,40,NA,NA
"104",103,3,30,-3,200,1,9.14382614136,40,NA,NA
"105",104,4,40,-3,200,1,16.3845662032,40,NA,NA
"106",105,5,50,-3,200,1,15.8523388672,40,NA,NA
"107",106,6,60,-3,200,1,13.5571987039,40,NA,NA
"108",107,7,70,-3,200,1,16.2378025818,40,NA,NA
"109",108,8,80,-3,200,1,17.7254104614,40,NA,NA
"110",109,9,90,-3,200,1,15.1314318975,40,NA,NA
"111",110,10,100,-3,200,1,11.0146342363,40,NA,NA
"112",111,11,110,-3,200,1,13.3064050958,40,NA,NA
"113",112,12,120,-3,200,1,12.6785349943,40,NA,NA
"114",113,13,130,-3,200,1,13.3483641052,40,NA,NA
"115",114,14,140,-3,200,1,16.0358703305,40,NA,NA
"116",115,15,150,-3,200,1,15.4884076035,40,NA,NA
"117",116,16,160,-3,200,1,9.75604443672,40,NA,NA
"118",117,17,170,-3,200,1,14.2857617188,40,NA,NA
"119",118,18,180,-3,200,1,15.8915079856,40,NA,NA
"120",119,19,190,-3,200,1,16.5364060974,40,NA,NA
"121",120,20,200,-3,200,1,17.7411286926,40,NA,NA
"123",122,1,10,4,200,1,14.4237541199,40,NA,NA
"124",123,2,20,4,200,1,23.5656854248,40,NA,NA
"125",124,3,30,4,200,1,24.9484136963,40,NA,NA
"126",125,4,40,4,200,1,15.4037228394,40,NA,NA
"127",126,5,50,4,200,1,14.4023789978,40,NA,NA
"128",127,6,60,4,200,1,9.89803104401,40,NA,NA
"129",128,7,70,4,200,1,23.2127784729,40,NA,NA
"130",129,8,80,4,200,1,23.4223765564,40,NA,NA
"131",130,9,90,4,200,1,18.4832020974,40,NA,NA
"132",131,10,100,4,200,1,22.2406417847,40,NA,NA
"133",132,11,110,4,200,1,14.4121669172,40,NA,NA
"134",133,12,120,4,200,1,15.111084137,40,NA,NA
"135",134,13,130,4,200,1,19.1646928406,40,NA,NA
"136",135,14,140,4,200,1,14.4760806274,40,NA,NA
"137",136,15,150,4,200,1,14.7156455994,40,NA,NA
"138",137,16,160,4,200,1,15.0083140564,40,NA,NA
"139",138,17,170,4,200,0.88,11.5854833776,40,NA,NA
"140",139,18,180,4,200,1,12.798572998,40,NA,NA
"141",140,19,190,4,200,1,14.4644075012,40,NA,NA
"142",141,20,200,4,200,1,18.7700909424,40,NA,NA
"144",143,1,10,-4,80,1,12.2684738159,40,40,NA
"145",144,2,20,-4,80,1,18.4681089783,40,40,NA
"146",145,3,30,-4,80,1,20.6290454102,40,40,NA
"147",146,4,40,-4,80,1,15.2811878967,40,40,NA
"148",147,5,50,-4,80,1,12.5193676758,40,40,NA
"149",148,6,60,-4,80,1,15.2358006287,40,40,NA
"150",149,7,70,-4,80,1,17.192726593,40,40,NA
"151",150,8,80,-4,80,0.9,12.5957882351,40,40,NA
"152",151,9,90,-4,80,0.06,0.0242462158203,40,40,NA
"153",152,10,100,-4,80,0.03,0.282923380534,40,40,NA
"154",153,11,110,-4,80,0.08,3.1157283783,40,40,NA
"155",154,12,120,-4,80,0,0,40,40,NA
"156",155,13,130,-4,80,0,0,40,40,NA
"157",156,14,140,-4,80,0.83,10.7861787727,40,40,NA
"158",157,15,150,-4,80,0.58,7.22209904112,40,40,NA
"159",158,16,160,-4,80,0.99,6.57166097622,40,40,NA
"160",159,17,170,-4,80,1,11.5238250732,40,40,NA
"161",160,18,180,-4,80,1,5.69187988281,40,40,NA
"162",161,19,190,-4,80,1,14.5275163269,40,40,NA
"163",162,20,200,-4,80,0.17,10.2955717199,40,40,NA
"165",164,1,10,5,70,1,12.5372212219,40,40,NA
"166",165,2,20,5,70,1,10.8077937317,40,40,NA
"167",166,3,30,5,70,1,11.5494850236,40,40,NA
"168",167,4,40,5,70,1,17.2228807068,40,40,NA
"169",168,5,50,5,70,1,11.0740983582,40,40,NA
"170",169,6,60,5,70,1,13.2075360107,40,40,NA
"171",170,7,70,5,70,1,13.8822685524,40,40,NA
"172",171,8,80,5,70,0.0789473684211,0.069834391276,40,40,NA
"173",172,9,90,5,70,0.37,3.91750480033,40,40,NA
"174",173,10,100,5,70,0.762376237624,10.5443434282,40,40,NA
"175",174,11,110,5,70,0.891089108911,8.27516988118,40,40,NA
"176",175,12,120,5,70,1,12.8035655119,40,40,NA
"177",176,13,130,5,70,1,14.0843434236,40,40,NA
"178",177,14,140,5,70,1,14.6058108521,40,40,NA
"179",178,15,150,5,70,1,15.1047946439,40,40,NA
"180",179,16,160,5,70,1,8.98662368774,40,40,NA
"181",180,17,170,5,70,1,12.0599073792,10,40,NA
"182",181,18,180,5,70,1,14.2679188039,10,40,NA
"183",182,19,190,5,70,0.744186046512,8.90978956223,10,40,NA
"184",183,20,200,5,70,0,0,10,40,NA
"186",185,1,10,-5,140,0.909090909091,11.1108339098,40,40,NA
"187",186,2,20,-5,140,1,12.3371601671,40,40,NA
"188",187,3,30,-5,140,1,14.8593170166,40,40,NA
"189",188,4,40,-5,140,1,17.5645567639,40,40,NA
"190",189,5,50,-5,140,1,25.5224746855,40,40,NA
"191",190,6,60,-5,140,1,22.3201579285,40,40,NA
"192",191,7,70,-5,140,1,23.245670122,40,40,NA
"193",192,8,80,-5,140,1,23.787606904,40,40,NA
"194",193,9,90,-5,140,1,18.0854271615,40,40,NA
"195",194,10,100,-5,140,0.76,10.8734755265,40,40,NA
"196",195,11,110,-5,140,0.58,3.20474795637,40,40,NA
"197",196,12,120,-5,140,0.990099009901,14.6543925476,40,40,NA
"198",197,13,130,-5,140,0.910891089109,9.83030252871,40,40,NA
"199",198,14,140,-5,140,0.84693877551,5.66891865558,40,40,NA
"200",199,15,150,-5,140,0.247524752475,2.62658691406,40,40,NA
"201",200,16,160,-5,140,0.33,3.68788794315,40,40,NA
"202",201,17,170,-5,140,1,4.98307723228,40,40,NA
"203",202,18,180,-5,140,1,13.2382850647,40,40,NA
"204",203,19,190,-5,140,1,14.5679620422,40,40,NA
"205",204,20,200,-5,140,1,13.8018904582,40,40,NA
"207",206,1,10,6,70,1,21.5187968445,40,40,NA
"208",207,2,20,6,70,1,22.3079287471,40,40,NA
"209",208,3,30,6,70,1,23.6760085023,40,40,NA
"210",209,4,40,6,70,0.979797979798,21.2746124268,40,40,NA
"211",210,5,50,6,70,0.89,9.4887722744,40,40,NA
"212",211,6,60,6,70,1,12.3410472107,40,40,NA
"213",212,7,70,6,70,0.99,11.1383129081,40,40,NA
"214",213,8,80,6,70,0.176470588235,7.20329793294,40,40,NA
"215",214,9,90,6,70,0,0,40,40,NA
"216",215,10,100,6,70,0.680412371134,5.32791114576,40,40,NA
"217",216,11,110,6,70,0.52688172043,2.95308545171,40,40,NA
"218",217,12,120,6,70,0.764705882353,4.89895864633,40,40,NA
"219",218,13,130,6,70,1,9.84350404901,40,40,NA
"220",219,14,140,6,70,1,7.56588458071,40,40,NA
"221",220,15,150,6,70,1,11.1702587891,40,40,NA
"222",221,16,160,6,70,1,11.6196209717,40,40,NA
"223",222,17,170,6,70,1,11.0997035217,40,40,NA
"224",223,18,180,6,70,1,12.9025308946,40,40,NA
"225",224,19,190,6,70,1,8.60290511613,10,40,NA
"226",225,20,200,6,70,1,16.6146336606,10,40,NA
"228",227,1,10,-6,190,1,17.5209743386,40,40,NA
"229",228,2,20,-6,190,1,23.9257966645,40,40,NA
"230",229,3,30,-6,190,1,23.5732162624,40,40,NA
"231",230,4,40,-6,190,1,23.4318957088,40,40,NA
"232",231,5,50,-6,190,1,11.3797419739,40,40,NA
"233",232,6,60,-6,190,1,16.0979695129,40,40,NA
"234",233,7,70,-6,190,1,16.9130826138,40,40,NA
"235",234,8,80,-6,190,0.887755102041,12.7998615133,40,40,NA
"236",235,9,90,-6,190,0.941747572816,7.09258435436,40,40,NA
"237",236,10,100,-6,190,0.989690721649,6.89097150167,40,40,NA
"238",237,11,110,-6,190,0.83,6.4587376606,40,40,NA
"239",238,12,120,-6,190,1,7.57675140979,40,40,NA
"240",239,13,130,-6,190,1,11.070837994,40,40,NA
"241",240,14,140,-6,190,1,9.97136816648,40,40,NA
"242",241,15,150,-6,190,1,5.3583921814,40,40,NA
"243",242,16,160,-6,190,1,12.4648147583,40,40,NA
"244",243,17,170,-6,190,0.63,5.23161049495,40,40,NA
"245",244,18,180,-6,190,0.941176470588,7.74787600835,40,40,NA
"246",245,19,190,-6,190,0.577319587629,6.67507771083,40,40,NA
"247",246,20,200,-6,190,0,0,40,40,NA
"249",248,1,10,7,0,0,0,40,10,NA
"250",249,2,20,7,0,0.646464646465,6.17616248131,40,10,NA
"251",250,3,30,7,0,0.48,5.09365940094,40,10,NA
"252",251,4,40,7,0,0.18,5.10669199626,40,10,NA
"253",252,5,50,7,0,0.0707070707071,3.01295689174,40,10,NA
"254",253,6,60,7,0,0.60396039604,8.6891887227,40,10,NA
"255",254,7,70,7,0,1,13.3783724976,40,10,NA
"256",255,8,80,7,0,1,12.3505096436,40,10,NA
"257",256,9,90,7,0,1,11.3571025085,40,10,NA
"258",257,10,100,7,0,1,12.964115952,10,10,NA
"259",258,11,110,7,0,0.96,14.1198554039,10,10,NA
"260",259,12,120,7,0,0.17,3.5780693503,10,10,NA
"261",260,13,130,7,0,0,0,10,10,NA
"262",261,14,140,7,0,0,0,10,10,NA
"263",262,15,150,7,0,0,0,10,10,NA
"264",263,16,160,7,0,0,0,10,10,NA
"265",264,17,170,7,0,0.168316831683,1.39416234634,10,10,NA
"266",265,18,180,7,0,0.02,0.975151062012,10,10,NA
"267",266,19,190,7,0,0,0,10,10,NA
"268",267,20,200,7,0,0,0,10,10,NA
"269",268,1,10,-7,200,0.58,9.59477760052,40,NA,NA
"270",269,2,20,-7,200,1,19.7125491333,40,NA,NA
"271",270,3,30,-7,200,0.722772277228,14.1507472208,40,NA,NA
"272",271,4,40,-7,200,0.584158415842,8.38832687119,40,NA,NA
"273",272,5,50,-7,200,1,13.803666687,40,NA,NA
"274",273,6,60,-7,200,0.96,7.77199554443,40,NA,NA
"275",274,7,70,-7,200,0.606060606061,10.4081746419,40,NA,NA
"276",275,8,80,-7,200,1,11.8169760132,40,NA,NA
"277",276,9,90,-7,200,1,17.5768836975,40,NA,NA
"278",277,10,100,-7,200,1,20.9167645387,40,NA,NA
"279",278,11,110,-7,200,1,20.4536701965,40,NA,NA
"280",279,12,120,-7,200,1,20.3952972412,40,NA,NA
"281",280,13,130,-7,200,1,19.0631923864,40,NA,NA
"282",281,14,140,-7,200,1,12.7207524109,40,NA,NA
"283",282,15,150,-7,200,0.808080808081,10.3488666534,40,NA,NA
"284",283,16,160,-7,200,0.57,8.55489603678,40,NA,NA
"285",284,17,170,-7,200,1,19.5977168274,40,NA,NA
"286",285,18,180,-7,200,1,27.0329127502,40,NA,NA
"287",286,19,190,-7,200,1,21.1141647339,40,NA,NA
"288",287,20,200,-7,200,1,13.9595942688,40,NA,NA
"289",288,1,10,8,30,1,21.7363264632,40,20,NA
"290",289,2,20,8,30,1,20.0104701762,40,20,NA
"291",290,3,30,8,30,0.902912621359,12.7359642111,40,20,NA
"292",291,4,40,8,30,0.0103092783505,0.0498504638672,20,20,NA
"293",292,5,50,8,30,0,0,20,20,NA
"294",293,6,60,8,30,0,0,20,20,NA
"295",294,7,70,8,30,0.07,1.50779070173,20,20,NA
"296",295,8,80,8,30,0.234693877551,7.27554984715,20,20,NA
"297",296,9,90,8,30,0.320388349515,3.55385335286,20,20,NA
"298",297,10,100,8,30,0.020618556701,1.13763427734,20,20,NA
"299",298,11,110,8,30,0.539215686275,5.190795621,20,20,NA
"300",299,12,120,8,30,0.181818181818,4.51075236003,20,20,NA
"301",300,13,130,8,30,0.74,9.7396755734,20,20,NA
"302",301,14,140,8,30,0.386138613861,4.85985584748,20,20,NA
"303",302,15,150,8,30,0.029702970297,0.650385538737,20,20,NA
"304",303,16,160,8,30,0,0,20,20,NA
"305",304,17,170,8,30,0,0,20,20,NA
"306",305,18,180,8,30,0,0,20,20,NA
"307",306,19,190,8,30,0,0,20,20,NA
"308",307,20,200,8,30,0,0,20,20,NA
"310",309,1,10,-8,200,1,18.9159910583,40,NA,NA
"311",310,2,20,-8,200,1,14.9380862427,40,NA,NA
"312",311,3,30,-8,200,1,10.0285399466,40,NA,NA
"313",312,4,40,-8,200,0.666666666667,11.5410522012,40,NA,NA
"314",313,5,50,-8,200,1,15.0336442141,40,NA,NA
"315",314,6,60,-8,200,1,21.8172812368,40,NA,NA
"316",315,7,70,-8,200,1,17.3878432765,40,NA,NA
"317",316,8,80,-8,200,1,20.9558512878,40,NA,NA
"318",317,9,90,-8,200,1,22.0656542969,40,NA,NA
"319",318,10,100,-8,200,1,19.458362761,40,NA,NA
"320",319,11,110,-8,200,1,12.7843643188,40,NA,NA
"321",320,12,120,-8,200,1,12.1825464689,40,NA,NA
"322",321,13,130,-8,200,1,19.2159124945,40,NA,NA
"323",322,14,140,-8,200,0.91,7.12558117542,40,NA,NA
"324",323,15,150,-8,200,0.960396039604,5.62860201806,40,NA,NA
"325",324,16,160,-8,200,1,11.6173562715,40,NA,NA
"326",325,17,170,-8,200,1,12.9390007019,40,NA,NA
"327",326,18,180,-8,200,0.663366336634,8.48299852058,40,NA,NA
"328",327,19,190,-8,200,0.540816326531,8.17618258494,40,NA,NA
"329",328,20,200,-8,200,0.78431372549,8.25350379944,40,NA,NA
"331",330,1,10,9,140,1,19.4012687683,40,40,NA
"332",331,2,20,9,140,1,22.4480958557,40,40,NA
"333",332,3,30,9,140,1,22.8036236572,40,40,NA
"334",333,4,40,9,140,1,20.3872183228,40,40,NA
"335",334,5,50,9,140,1,23.185391821,40,40,NA
"336",335,6,60,9,140,1,21.1650366211,40,40,NA
"337",336,7,70,9,140,1,23.7214736938,40,40,NA
"338",337,8,80,9,140,1,19.6731350664,40,40,NA
"339",338,9,90,9,140,1,8.35584303912,40,40,NA
"340",339,10,100,9,140,1,16.8318767201,40,40,NA
"341",340,11,110,9,140,1,17.5485694962,40,40,NA
"342",341,12,120,9,140,1,21.6585229553,40,40,NA
"343",342,13,130,9,140,0.97,12.3346335814,40,40,NA
"344",343,14,140,9,140,0.949494949495,8.76053521988,40,40,NA
"345",344,15,150,9,140,0.287128712871,4.46780448124,40,40,NA
"346",345,16,160,9,140,1,10.7669184875,40,40,NA
"347",346,17,170,9,140,1,18.6198473073,40,40,NA
"348",347,18,180,9,140,1,16.2959759645,40,40,NA
"349",348,19,190,9,140,1,14.0414372253,40,40,NA
"350",349,20,200,9,140,1,16.6908769226,40,40,NA
"351",350,1,10,-9,70,1,23.5509573364,40,20,NA
"352",351,2,20,-9,70,1,21.7167346191,40,20,NA
"353",352,3,30,-9,70,1,12.3397354126,40,20,NA
"354",353,4,40,-9,70,1,9.22669815063,20,20,NA
"355",354,5,50,-9,70,1,5.7543582527,20,20,NA
"356",355,6,60,-9,70,0.99,11.8385211675,20,20,NA
"357",356,7,70,-9,70,0.98,9.12439836775,20,20,NA
"358",357,8,80,-9,70,0.20202020202,2.30405044556,20,20,NA
"359",358,9,90,-9,70,0.09,0.849685668945,20,20,NA
"360",359,10,100,-9,70,0.970297029703,16.0095999581,20,20,NA
"361",360,11,110,-9,70,1,14.6760073575,20,20,NA
"362",361,12,120,-9,70,1,14.077660675,20,20,NA
"363",362,13,130,-9,70,0.326732673267,6.94619797215,20,20,NA
"364",363,14,140,-9,70,0.212121212121,5.15673319499,20,20,NA
"365",364,15,150,-9,70,0.89898989899,10.7206846087,20,20,NA
"366",365,16,160,-9,70,0.732673267327,12.103735434,20,20,NA
"367",366,17,170,-9,70,0.252525252525,3.52774658203,20,20,NA
"368",367,18,180,-9,70,1,10.8881303437,20,20,NA
"369",368,19,190,-9,70,0.851485148515,8.83958949599,20,20,NA
"370",369,20,200,-9,70,0.12,3.70757166545,20,20,NA
"371",370,1,10,10,70,1,10.4476001796,40,40,NA
"372",371,2,20,10,70,1,19.1432910156,40,40,NA
"373",372,3,30,10,70,1,16.7745877075,40,40,NA
"374",373,4,40,10,70,0.79,6.68086126786,40,40,NA
"375",374,5,50,10,70,1,15.0374145508,40,40,NA
"376",375,6,60,10,70,1,12.7957907104,40,40,NA
"377",376,7,70,10,70,0.94,8.53085943993,40,40,NA
"378",377,8,80,10,70,0.17,5.9898035386,40,40,NA
"379",378,9,90,10,70,0,0,40,40,NA
"380",379,10,100,10,70,0.280898876404,2.02059082031,40,40,NA
"381",380,11,110,10,70,1,8.83278910319,40,40,NA
"382",381,12,120,10,70,1,14.2973350363,40,40,NA
"383",382,13,130,10,70,1,14.3707259329,40,40,NA
"384",383,14,140,10,70,0.566666666667,1.09943524529,40,40,NA
"385",384,15,150,10,70,0.73,9.57956371569,40,40,NA
"386",385,16,160,10,70,1,10.7337634277,40,40,NA
"387",386,17,170,10,70,1,9.44884490967,40,40,NA
"388",387,18,180,10,70,1,14.7599610901,40,40,NA
"389",388,19,190,10,70,1,15.6277822876,40,40,NA
"390",389,20,200,10,70,1,12.3530555725,40,40,NA
"392",391,1,10,-10,40,1,13.3870507491,40,20,NA
"393",392,2,20,-10,40,1,25.3985205078,40,20,NA
"394",393,3,30,-10,40,1,17.7405050659,40,20,NA
"395",394,4,40,-10,40,1,6.3058807373,40,20,NA
"396",395,5,50,-10,40,0.26,4.23513852633,20,20,NA
"397",396,6,60,-10,40,0,0,20,20,NA
"398",397,7,70,-10,40,0,0,20,20,NA
"399",398,8,80,-10,40,0.07,4.55289786203,20,20,NA
"400",399,9,90,-10,40,0.52,7.00362220177,20,20,NA
"401",400,10,100,-10,40,1,12.7454147339,20,20,NA
"402",401,11,110,-10,40,0.53,4.72518143564,20,20,NA
"403",402,12,120,-10,40,0.04,1.79016113281,20,20,NA
"404",403,13,130,-10,40,0.47,3.16565363458,20,20,NA
"405",404,14,140,-10,40,0.74,4.12440800022,20,20,NA
"406",405,15,150,-10,40,0.59,4.1495744091,20,20,NA
"407",406,16,160,-10,40,0.94,5.57335825169,20,20,NA
"408",407,17,170,-10,40,0.48,5.7198937734,20,20,NA
"409",408,18,180,-10,40,0.98,4.3378909364,20,20,NA
"410",409,19,190,-10,40,0.75,4.59263285319,20,20,NA
"411",410,20,200,-10,40,1,4.15459289551,20,20,NA
"413",412,1,10,11,70,1,17.403274382,40,40,NA
"414",413,2,20,11,70,1,16.0953734747,40,40,NA
"415",414,3,30,11,70,1,15.5832344055,40,40,NA
"416",415,4,40,11,70,1,15.6288082238,40,40,NA
"417",416,5,50,11,70,0.920792079208,10.6011928435,40,40,NA
"418",417,6,60,11,70,0.87,12.2392457107,40,40,NA
"419",418,7,70,11,70,0.68,7.32113445506,40,40,NA
"420",419,8,80,11,70,0,0,40,40,NA
"421",420,9,90,11,70,0,0,40,40,NA
"422",421,10,100,11,70,0,0,40,40,NA
"423",422,11,110,11,70,0.452054794521,6.45924469919,40,40,NA
"424",423,12,120,11,70,0.714285714286,2.81013183594,40,40,NA
"425",424,13,130,11,70,0.25,5.14992927102,40,40,NA
"426",425,14,140,11,70,0.0792079207921,3.67452430725,40,40,NA
"427",426,15,150,11,70,0.04,0.47253036499,40,40,NA
"428",427,16,160,11,70,0,0,40,40,NA
"429",428,17,170,11,70,0,0,40,40,NA
"430",429,18,180,11,70,0.382352941176,3.19356673803,40,40,NA
"431",430,19,190,11,70,0.929292929293,6.33626257855,40,40,NA
"432",431,20,200,11,70,1,11.1174058533,40,40,NA
"434",433,1,10,-11,60,1,16.7312770081,40,20,NA
"435",434,2,20,-11,60,1,20.4342492676,40,20,NA
"436",435,3,30,-11,60,1,12.2417032978,40,20,NA
"437",436,4,40,-11,60,0.63,7.04773482065,40,20,NA
"438",437,5,50,-11,60,0.41,2.45914775569,20,20,NA
"439",438,6,60,-11,60,0.383838383838,3.35094652678,20,20,NA
"440",439,7,70,-11,60,0.158415841584,2.86846923828,20,20,NA
"441",440,8,80,-11,60,0.01,0,20,20,NA
"442",441,9,90,-11,60,0,0,20,20,NA
"443",442,10,100,-11,60,0,0,20,20,NA
"444",443,11,110,-11,60,0.10101010101,1.64438018799,20,20,NA
"445",444,12,120,-11,60,0.613861386139,3.66620537543,20,20,NA
"446",445,13,130,-11,60,0,0,20,20,NA
"447",446,14,140,-11,60,0,0,20,20,NA
"448",447,15,150,-11,60,0.41,4.57493591309,20,20,NA
"449",448,16,160,-11,60,0.39,4.63358248197,20,20,NA
"450",449,17,170,-11,60,0.04,0.540046691895,20,20,NA
"451",450,18,180,-11,60,0,0,20,20,NA
"452",451,19,190,-11,60,0,0,20,20,NA
"453",452,20,200,-11,60,0,0,20,20,NA
"455",454,1,10,12,130,1,6.11516617756,40,40,NA
"456",455,2,20,12,130,1,18.2180352541,40,40,NA
"457",456,3,30,12,130,1,12.4299504089,40,40,NA
"458",457,4,40,12,130,1,16.2519797146,40,40,NA
"459",458,5,50,12,130,1,15.2315226435,40,40,NA
"460",459,6,60,12,130,1,11.7799198384,40,40,NA
"461",460,7,70,12,130,1,7.73727706909,40,40,NA
"462",461,8,80,12,130,1,12.0007865212,40,40,NA
"463",462,9,90,12,130,1,10.0127384419,40,40,NA
"464",463,10,100,12,130,1,9.83188883464,40,40,NA
"465",464,11,110,12,130,0.811881188119,11.635511817,40,40,NA
"466",465,12,120,12,130,0.67,8.67413398401,40,40,NA
"467",466,13,130,12,130,0.480392156863,9.55754805584,40,40,NA
"468",467,14,140,12,130,0.275510204082,7.56476169162,40,40,NA
"469",468,15,150,12,130,0.86,6.75632636492,40,40,NA
"470",469,16,160,12,130,0.897959183673,7.43388540095,40,40,NA
"471",470,17,170,12,130,0.464646464646,3.44914710003,40,40,NA
"472",471,18,180,12,130,0.932038834951,6.51294581095,40,40,NA
"473",472,19,190,12,130,0.871287128713,9.33931888234,40,40,NA
"474",473,20,200,12,130,1,14.7753246577,40,40,NA
"475",474,1,10,-12,40,1,12.1069502397,40,20,NA
